Date,MSCI AC EUROPE
1987-12,100.0
1988-01,96.02801614622426
1988-02,101.61735798578445
1988-03,104.51293693380934
1988-04,106.45625072296917
1988-05,104.55850583590683
1988-06,103.52847310025794
1988-07,103.772540400584
1988-08,99.09601218417447
1988-09,104.47038812053735
1988-10,114.17611039511458
1988-11,115.57737515029001
1988-12,116.2058445573099
1989-01,120.4133604301399
1989-02,119.18481782870461
1989-03,120.06253385741309
1989-04,123.45544089538521
1989-05,117.19965054074686
1989-06,122.00741258585202
1989-07,136.42447109266803
1989-08,134.84642584870485
1989-09,137.50294158230975
1989-10,128.57009604016045
1989-11,135.69511102141067
1989-12,150.24190438211735
1990-01,150.010468138204
1990-02,146.4892727562246
1990-03,148.5993920355175
1990-04,144.98476261829788
1990-05,156.73065028386173
1990-06,162.58903042711847
1990-07,169.40975329442358
1990-08,152.5963870626581
1990-09,134.70339815632545
1990-10,145.93660085792888
1990-11,147.24073497725684
1990-12,145.23058292444972
1991-01,150.09451041467827
1991-02,163.57651614322256
1991-03,152.58039108850784
1991-04,150.94039650801653
1991-05,155.27640746850386
1991-06,142.29874540693274
1991-07,152.22206546439688
1991-08,155.0588950067952
1991-09,159.65433506682032
1991-10,156.3669692162335
1991-11,152.75148873103484
1991-12,164.73899677511375
1992-01,164.7918949521791
1992-02,165.4251830110518
1992-03,159.7149680807037
1992-04,168.5228519854545
1992-05,178.01331288984034
1992-06,174.88972776676553
1992-07,168.76200901075723
1992-08,168.27924692029538
1992-09,165.39108356678312
1992-10,153.7843958087978
1992-11,153.76421965554638
1992-12,157.30265301709312
1993-01,157.7610505817749
1993-02,159.67545825276076
1993-03,167.9736825466527
1993-04,171.71521573446717
1993-05,173.68770534985399
1993-06,171.17371580469825
1993-07,171.88566153856934
1993-08,187.07844481364114
1993-09,186.49462386345994
1993-10,194.31351382958053
1993-11,190.19895092618725
1993-12,204.5265026618849
1994-01,215.07725848044313
1994-02,207.62646553927337
1994-03,201.83799753895417
1994-04,210.1471254806102
1994-05,201.21032008889503
1994-06,199.14158294567102
1994-07,209.5990935539821
1994-08,216.3232347619156
1994-09,207.89703776625214
1994-10,216.9651733610769
1994-11,208.77314088879154
1994-12,210.01656292771696
1995-01,208.34955397331856
1995-02,213.18699200148345
1995-03,223.1523196094674
1995-04,230.40342226174488
1995-05,235.196632479913
1995-06,237.5049676974383
1995-07,249.90620015115368
1995-08,240.2609600174085
1995-09,247.6358977485946
1995-10,246.44327771816592
1995-11,248.14205542179928
1995-12,256.1125266609393
1996-01,258.05977232483264
1996-02,262.8800625206405
1996-03,266.0674130662231
1996-04,268.02685325925046
1996-05,270.2417772411558
1996-06,273.3982333276851
1996-07,270.13215556138795
1996-08,278.296354274452
1996-09,283.9754072429354
1996-10,290.4374366583325
1996-11,305.0466064710673
1996-12,311.1111381121576
1997-01,313.17719294260536
1997-02,317.4593556648103
1997-03,327.4845983988415
1997-04,325.6752551386047
1997-05,339.7835537216738
1997-06,356.77445584943615
1997-07,373.2312086881557
1997-08,352.26829171509286
1997-09,386.8975943859296
1997-10,367.8908909734793
1997-11,373.37489126013025
1997-12,388.19340673493707
1998-01,402.1294537029968
1998-02,433.5930820496189
1998-03,464.5892143903583
1998-04,474.63869765190594
1998-05,482.0276450704067
1998-06,486.7468883640253
1998-07,497.21670043701056
1998-08,432.461985874846
1998-09,415.1600231508844
1998-10,448.48641475425427
1998-11,472.9467665141269
1998-12,493.701917383967
1999-01,491.2524335454216
1999-02,479.3338324576125
1999-03,484.91364269971956
1999-04,500.01569499183427
1999-05,476.95086287793276
1999-06,485.0924289938143
1999-07,490.39692803453045
1999-08,495.5836126791924
1999-09,492.0667931050217
1999-10,509.8561361762907
1999-11,524.1198516278563
1999-12,579.3382531154372
2000-01,538.811392684372
2000-02,566.5614431477389
2000-03,580.1757779543484
2000-04,554.8513056769038
2000-05,550.0537289165065
2000-06,560.6370909901195
2000-07,551.7917262046351
2000-08,544.8437883561293
2000-09,519.3950085732366
2000-10,515.208190964466
2000-11,493.30207795522887
2000-12,527.9641922591229
2001-01,528.7775881593581
2001-02,481.56730197816444
2001-03,445.80672067392817
2001-04,478.4034962959183
2001-05,455.80943069111413
2001-06,438.7170072659433
2001-07,439.24764973520143
2001-08,428.0417766325778
2001-09,385.0110197534797
2001-10,397.7892643567105
2001-11,414.1480383333097
2001-12,425.0788825444292
2002-01,403.6087856620086
2002-02,403.0244830713788
2002-03,425.2470176866621
2002-04,422.7406593108125
2002-05,421.8817650141792
2002-06,407.02878150563487
2002-07,361.95280909046625
2002-08,362.1022921721117
2002-09,314.87025624644826
2002-10,345.3063721055409
2002-11,362.3932623288965
2002-12,349.2025710849492
2003-01,332.805542815087
2003-02,322.3355706599892
2003-03,317.44295724866237
2003-04,361.01355129497273
2003-05,385.10591888635014
2003-06,389.1054581837407
2003-07,396.83941344937125
2003-08,396.8575826496377
2003-09,405.10217852230073
2003-10,431.79593679220824
2003-11,450.0283857770104
2003-12,487.2233727688377
2004-01,493.12267793150545
2004-02,508.0209501643602
2004-03,493.34508491535166
2004-04,488.84712294193315
2004-05,497.0588078350963
2004-06,503.99869829391633
2004-07,490.2473902017887
2004-08,491.0474012979205
2004-09,511.06599559026904
2004-10,529.7455069136934
2004-11,568.2551310932834
2004-12,592.4926884333606
2005-01,581.967977384223
2005-02,612.1180167007033
2005-03,595.9942302606765
2005-04,581.5315124143333
2005-05,584.6363996607566
2005-06,593.4779046749859
2005-07,615.94379565485
2005-08,626.3581213485132
2005-09,642.990813568044
2005-10,621.9444637851568
2005-11,633.5933307699298
2005-12,655.9442062995806
2006-01,700.300098319873
2006-02,701.8979205751939
2006-03,728.1293884199033
2006-04,767.2096988350767
2006-05,744.888979013057
2006-06,747.6905610846663
2006-07,760.2695817579562
2006-08,784.1719868819
2006-09,788.9163570603907
2006-10,823.0984883120859
2006-11,854.2127582958472
2006-12,881.763740853805
2007-01,885.8109419786473
2007-02,882.0948714416422
2007-03,915.1297287647016
2007-04,973.4554831211312
2007-05,990.3516366088867
2007-06,993.4907898100778
2007-07,975.3379212491826
2007-08,963.2125333607755
2007-09,1013.711007497762
2007-10,1063.567844765984
2007-11,1030.9042982848798
2007-12,1015.4922773478514
2008-01,906.5063339892818
2008-02,923.3064112081914
2008-03,926.07805702651
2008-04,968.9653050823052
2008-05,981.3504976434929
2008-06,896.9581236656506
2008-07,868.9975253518904
2008-08,830.3412498910097
2008-09,702.9704740201033
2008-10,548.9764456972629
2008-11,509.78139881598923
2008-12,535.1194905141474
2009-01,475.41962519808516
2009-02,427.81324146773005
2009-03,459.2266881423422
2009-04,525.9551793001083
2009-05,593.7919912244355
2009-06,580.7551000527526
2009-07,642.4804136212225
2009-08,682.5065158364631
2009-09,715.7020940641864
2009-10,708.7388345030096
2009-11,729.2452585969392
2009-12,741.1667505769785
2010-01,700.0512836535021
2010-02,684.7203066128469
2010-03,731.0713359754889
2010-04,713.3706233906576
2010-05,627.9561903937329
2010-06,622.3747517208357
2010-07,695.5008919881876
2010-08,670.1065395920596
2010-09,743.3418463823517
2010-10,775.7914511240015
2010-11,718.376286829902
2010-12,778.7341053616675
2011-01,808.7619203718948
2011-02,835.822323303226
2011-03,832.0150995842167
2011-04,897.8936773505969
2011-05,868.5227957182499
2011-06,852.892883847624
2011-07,825.7089146336617
2011-08,741.5569557259116
2011-09,657.207434037097
2011-10,737.5534582601986
2011-11,705.1995640926816
2011-12,691.3649075944131
2012-01,727.4376410188366
2012-02,774.5525390821992
2012-03,768.9116609302092
2012-04,752.4242944719578
2012-05,659.4986863396086
2012-06,713.4255643996852
2012-07,721.9511496177705
2012-08,753.1911128328154
2012-09,776.3005711303836
2012-10,786.9087896534691
2012-11,806.6323744661619
2012-12,830.8725207904994
2013-01,878.7294605043596
2013-02,853.9137039362506
2013-03,852.0401405101168
2013-04,888.4870102620336
2013-05,890.8906554799519
2013-06,847.2811966649181
2013-07,907.8954895548959
2013-08,896.0218321288434
2013-09,961.5095336364958
2013-10,1003.0038434616363
2013-11,1012.9406660882944
2013-12,1033.5596888452678
2014-01,991.4505383230497
2014-02,1062.0643639613713
2014-03,1052.6230055159176
2014-04,1077.9000099790358
2014-05,1092.5319214092838
2014-06,1092.795709771457
2014-07,1050.6421419136902
2014-08,1054.5163093672454
2014-09,1014.1960611186971
2014-10,988.0219681711079
2014-11,1011.710084104296
2014-12,964.0749254182607
2015-01,963.0227013213724
2015-02,1024.606463819824
2015-03,998.0327449096599
2015-04,1045.1726790983366
2015-05,1037.4143915706372
2015-06,1006.0859804292786
2015-07,1035.1058797290723
2015-08,961.4140457112611
2015-09,916.7761200900298
2015-10,982.0591374113865
2015-11,963.602858006089
2015-12,937.7849987906634
2016-01,877.1287749550156
2016-02,862.6638226478007
2016-03,920.145359136442
2016-04,944.5277681230248
2016-05,938.7215943126274
2016-06,898.6017251715455
2016-07,935.502067047097
2016-08,938.8374531468235
2016-09,947.351337285683
2016-10,918.057880802242
2016-11,898.5803212385873
2016-12,947.1224325597535
2017-01,966.7638473892287
2017-02,977.3380851564988
2017-03,1016.9754296548703
2017-04,1054.386991
2017-05,1105.28609
2017-06,1093.819551
2017-07,1127.383952
2017-08,1130.725406
2017-09,1166.317293
2017-10,1171.703544
2017-11,1174.425589
2017-12,1193.898114
2018-01,1260.563942
2018-02,1188.18676
2018-03,1173.40819
2018-04,1204.5129308781989
2018-05,1166.576248044564
2018-06,1159.2326227332107
2018-07,1198.1563116695115
2018-08,1162.924637682262
2018-09,1169.697094057417
2018-10,1081.3929004536453
2018-11,1072.7935590298275
2018-12,1024.208563
2019-01,1093.8076663269737
2019-02,1128.3399480360774
2019-03,1135.554554990983
2019-04,1177.4096440353003
2019-05,1118.3740628404412
2019-06,1194.3472231298092
2019-07,1172.5592567907597
2019-08,1141.6634482228903
2019-09,1173.2086724014373
2019-10,1212.5178708372507
2019-11,1230.0068875210402
2019-12,1279.4703541785318
2020-01,1246.9527671135195
2020-02,1128.9423984076448
2020-03,963.4598839814839
2020-04,1023.1874010142162
2020-05,1071.995969623631
2020-06,1114.459563200652
2020-07,1157.209415884878
2020-08,1203.528088337971
2020-09,1161.9575303415913
2020-10,1095.134349429859
2020-11,1283.5617651568698
2020-12,1346.6049770042712
2021-01,1326.8822822819795
2021-02,1359.0050348259067
2021-03,1401.692356395729
2021-04,1465.8710350753524
2021-05,1531.8587313546946
2021-06,1513.1450538204174
2021-07,1540.5818372106467
2021-08,1565.6736049876972
2021-09,1496.1591465972797
2021-10,1563.6562329113133
2021-11,1479.9871891540995
2021-12,1574.0468061112297
2022-01,1501.6810740087867
2022-02,1440.9175623333151
2022-03,1425.4431929629325
2022-04,1344.7055164060682
2022-05,1357.3352871289187
2022-06,1222.479848489119
2022-07,1282.6250722103157
2022-08,1203.3230471196027
2022-09,1098.6812608795547
2022-10,1178.5676341491496
2022-11,1313.300795776622
2022-12,1314.8739338697549
2023-01,1428.2216474712172
2023-02,1420.112479757204
2023-03,1454.3349854160251
2023-04,1517.2345491347053
2023-05,1432.019784420602
2023-06,1501.5427524662246
