Date,EM ASIA ESG SCREENED
2012-05,1000.0
2012-06,1024.430331715359
2012-07,1048.4241750179478
2012-08,1042.2365272706797
2012-09,1117.8268739878
2012-10,1112.6093598212933
2012-11,1148.1034298804848
2012-12,1187.9057534639599
2013-01,1201.9598391811019
2013-02,1203.7550432527828
2013-03,1175.5089348763238
2013-04,1196.585011058428
2013-05,1190.3911993455863
2013-06,1121.153495014749
2013-07,1136.8926269637761
2013-08,1125.1745774316976
2013-09,1184.8141964486733
2013-10,1242.188704926299
2013-11,1243.7371693663406
2013-12,1227.382413389629
2014-01,1169.2333405935653
2014-02,1206.2179938488898
2014-03,1219.4829466792687
2014-04,1221.9927224391026
2014-05,1271.5863511583716
2014-06,1307.4814627885376
2014-07,1353.0678660807043
2014-08,1369.6559265496605
2014-09,1294.1127920027154
2014-10,1315.1273831886829
2014-11,1320.484171752718
2014-12,1297.681009535141
2015-01,1331.2168438784852
2015-02,1365.0743807645783
2015-03,1372.4874094477877
2015-04,1470.5598202694239
2015-05,1432.0742484959076
2015-06,1375.8510961603554
2015-07,1274.0543725096795
2015-08,1157.1024327010987
2015-09,1140.7111553648062
2015-10,1231.5271567616708
2015-11,1192.8620892027798
2015-12,1185.148735702483
2016-01,1097.1157324358348
2016-02,1081.9076589995236
2016-03,1205.577372121157
2016-04,1187.602551089479
2016-05,1173.4982532407482
2016-06,1206.1110758820396
2016-07,1266.905626984165
2016-08,1321.075409616482
2016-09,1340.6867873424942
2016-10,1320.9236712128834
2016-11,1277.7495553100684
2016-12,1259.2464729821352
2017-01,1334.3077125311816
2017-02,1383.7735977395694
2017-03,1430.737183886182
2017-04,1461.7768995621338
2017-05,1530.8427672217929
2017-06,1560.5192468599448
2017-07,1652.1554964555185
2017-08,1676.990138782403
2017-09,1679.3806837623167
2017-10,1769.055727406358
2017-11,1771.0607615368747
2017-12,1820.288097815326
2018-01,1967.968896361415
2018-02,1863.2931274819703
2018-03,1839.9229467118412
2018-04,1841.079836161285
2018-05,1817.258791575164
2018-06,1734.7024918943437
2018-07,1746.4696963364322
2018-08,1732.971701244709
2018-09,1705.0020556234667
2018-10,1515.068542235998
2018-11,1593.1513412891306
2018-12,1541.7371968497068
2019-01,1658.3762395097567
2019-02,1687.867246602835
2019-03,1720.1416219390148
2019-04,1753.4184092573728
2019-05,1595.8365409529576
2019-06,1700.2677760864933
2019-07,1676.18064390736
2019-08,1614.8593185905925
2019-09,1647.7583891176046
2019-10,1723.4889570714424
2019-11,1735.4397801945831
2019-12,1861.7611746701973
2020-01,1779.0421063086694
2020-02,1732.6029142942189
2020-03,1531.223759127592
2020-04,1672.084228731879
2020-05,1666.7655359799596
2020-06,1808.040566609917
2020-07,1986.2146733907311
2020-08,2051.168881248264
2020-09,2029.926757365693
2020-10,2098.197429867386
2020-11,2251.6304949059
2020-12,2410.445579299955
2021-01,2517.937398199494
2021-02,2540.485420780631
2021-03,2464.3147271129847
2021-04,2524.488796232639
2021-05,2554.4847899510664
2021-06,2559.8651569401
2021-07,2350.0473557036808
2021-08,2409.1948150093285
2021-09,2305.5835717146792
2021-10,2336.081279438316
2021-11,2250.068808
2021-12,2282.2219753709787
2022-01,2202.6803289211757
2022-02,2148.4188068998574
2022-03,2078.573934389479
2022-04,1969.968609009011
2022-05,1978.7783510435445
2022-06,1885.0159878788418
2022-07,1860.0229954158146
2022-08,1863.5108642953307
2022-09,1615.3486347194612
2022-10,1518.4675919397314
2022-11,1809.2625097094196
2022-12,1797.4277231761394
2023-01,1957.874027352048
2023-02,1821.438397234448
2023-03,1887.4176403413887
2023-04,1837.8319773851276
2023-05,1822.0743426365598
2023-06,1872.2001852381009
