Date,ACWI ex DENMARK
1998-12,1000.0
1999-01,1020.1168168630774
1999-02,994.423883585805
1999-03,1040.2846025313868
1999-04,1085.016366170966
1999-05,1047.616695567762
1999-06,1100.4667966976733
1999-07,1095.2052107221261
1999-08,1094.1275101712476
1999-09,1082.1817289588384
1999-10,1136.4608471810816
1999-11,1171.5708182924948
1999-12,1268.919220418739
2000-01,1199.8034089542218
2000-02,1203.5785361579822
2000-03,1283.1592151145662
2000-04,1225.9200685044764
2000-05,1194.800977066179
2000-06,1235.389391835736
2000-07,1198.3984259737902
2000-08,1236.0054464670266
2000-09,1167.7837738697942
2000-10,1144.5691072802788
2000-11,1073.5294731553874
2000-12,1090.9480526693403
2001-01,1118.1903674495436
2001-02,1024.250853670871
2001-03,955.4656446580547
2001-04,1025.2499593938921
2001-05,1013.7900062700767
2001-06,982.401554517187
2001-07,967.0038334762809
2001-08,922.6120265588349
2001-09,838.3425450811822
2001-10,856.1418507528895
2001-11,908.9728698636472
2001-12,917.5188299795668
2002-01,892.4611381494891
2002-02,885.8016707423989
2002-03,925.8208392351928
2002-04,896.502380587334
2002-05,897.7020316017808
2002-06,842.726423522597
2002-07,772.1688729823172
2002-08,774.0964986658383
2002-09,689.2565859320981
2002-10,740.1000830706491
2002-11,780.6145508506836
2002-12,743.284820765547
2003-01,721.6020512545003
2003-02,709.0344871910111
2003-03,706.1595916424168
2003-04,769.1326387767278
2003-05,813.8658512359362
2003-06,829.5537480882796
2003-07,848.0668658523141
2003-08,868.0402081190025
2003-09,873.5290941435159
2003-10,926.512345412968
2003-11,940.7387375280326
2003-12,1000.4287185322698
2004-01,1017.484388300046
2004-02,1036.1338609019733
2004-03,1030.6802558156446
2004-04,1006.994356109059
2004-05,1015.5021266103106
2004-06,1035.9089728817848
2004-07,1003.0364137501832
2004-08,1009.5113666960681
2004-09,1030.6465511023066
2004-10,1056.1963510641983
2004-11,1114.138340990829
2004-12,1157.5683955540692
2005-01,1133.2866107381788
2005-02,1172.9176687988727
2005-03,1147.3966782764023
2005-04,1122.8950605442283
2005-05,1144.6714068999302
2005-06,1156.723918195269
2005-07,1199.8282463015037
2005-08,1209.3323368840356
2005-09,1246.1500532863463
2005-10,1212.7977571199526
2005-11,1257.644642583615
2005-12,1288.7173946698344
2006-01,1352.5506166777286
2006-02,1351.0951784694548
2006-03,1379.9134533706517
2006-04,1426.4225997898268
2006-05,1371.414766890334
2006-06,1371.4270032322222
2006-07,1381.1485946995456
2006-08,1417.4861460434263
2006-09,1434.3326588960513
2006-10,1488.3846778490356
2006-11,1531.0076918728396
2006-12,1565.4427725480193
2007-01,1581.2595771615872
2007-02,1573.5123641246173
2007-03,1605.5451926320968
2007-04,1677.5532798971033
2007-05,1729.0462879697836
2007-06,1724.7337420558074
2007-07,1698.45632562704
2007-08,1694.4907926089727
2007-09,1785.9810951527388
2007-10,1856.0067306800381
2007-11,1774.6691251127588
2007-12,1755.406800280213
2008-01,1612.268412401654
2008-02,1617.0444134305733
2008-03,1593.666136237034
2008-04,1684.1759045778322
2008-05,1712.090114578958
2008-06,1571.934143008574
2008-07,1531.6175198748845
2008-08,1499.432397882959
2008-09,1313.166480190277
2008-10,1053.5861959006647
2008-11,985.0483742250185
2008-12,1021.2407525696934
2009-01,934.0640782771638
2009-02,843.2036876999354
2009-03,913.3440687651001
2009-04,1021.7885570574964
2009-05,1124.6930142993608
2009-06,1118.809178234119
2009-07,1217.7586018035659
2009-08,1261.6250613434509
2009-09,1320.036437527644
2009-10,1299.971477912969
2009-11,1354.0615732432996
2009-12,1382.7651848749588
2010-01,1322.911234656429
2010-02,1340.3839921886279
2010-03,1427.1963768028068
2010-04,1430.039365382505
2010-05,1295.8339019186258
2010-06,1256.1734308620023
2010-07,1358.6786665296897
2010-08,1311.7966630707701
2010-09,1437.6264734554402
2010-10,1489.8884748837957
2010-11,1457.6056727010719
2010-12,1564.5997569158378
2011-01,1589.484177556813
2011-02,1636.2919455018393
2011-03,1635.1715736676078
2011-04,1703.0781144058978
2011-05,1668.2571794207167
2011-06,1642.8492063729466
2011-07,1616.7623127039121
2011-08,1499.7270012340991
2011-09,1358.6683623924669
2011-10,1504.7670739084076
2011-11,1460.1329731463056
2011-12,1457.7996569105067
2012-01,1543.0539936269947
2012-02,1620.9172194523453
2012-03,1632.5911846526783
2012-04,1614.6859143007484
2012-05,1471.5742714516937
2012-06,1544.8871180775895
2012-07,1566.2937983915913
2012-08,1601.0592158126224
2012-09,1652.2246215189973
2012-10,1641.6519105982266
2012-11,1663.4122004085286
2012-12,1701.8849322073374
2013-01,1780.2876153430839
2013-02,1781.06724634001
2013-03,1814.8942214664203
2013-04,1867.8740259355714
2013-05,1864.6203177402183
2013-06,1810.9474231099084
2013-07,1897.9636503987847
2013-08,1859.0104515862106
2013-09,1955.8133883283604
2013-10,2035.0593150022703
2013-11,2064.4655883812015
2013-12,2100.6276186930363
2014-01,2016.4003182825954
2014-02,2113.863189218809
2014-03,2124.6479548220063
2014-04,2146.0310272055726
2014-05,2193.896261612755
2014-06,2235.9364166690757
2014-07,2209.643418062059
2014-08,2259.7837999133094
2014-09,2187.0064692019755
2014-10,2203.280529668005
2014-11,2241.2321985396447
2014-12,2199.3972442689865
2015-01,2165.113569647121
2015-02,2286.308866668508
2015-03,2251.369171766647
2015-04,2317.4480480947877
2015-05,2316.3239797174497
2015-06,2262.8220216415507
2015-07,2282.615594554614
2015-08,2126.8356996117964
2015-09,2050.646687812356
2015-10,2213.0989628239795
2015-11,2195.2985988596206
2015-12,2155.974942213311
2016-01,2026.2423492226562
2016-02,2013.6638753191103
2016-03,2164.3968236134187
2016-04,2197.5183811015127
2016-05,2201.945656008174
2016-06,2190.319124960437
2016-07,2285.3707058779296
2016-08,2295.164634155668
2016-09,2310.8942161506666
2016-10,2272.842312651913
2016-11,2292.2576055452446
2016-12,2342.349919299303
2017-01,2406.6863965340044
2017-02,2475.709339213779
2017-03,2507.484214845366
2017-04,2546.891869
2017-05,2604.817202
2017-06,2617.694368
2017-07,2691.545257
2017-08,2702.655761
2017-09,2756.281066
2017-10,2814.262568
2017-11,2870.648107
2017-12,2917.764205
2018-01,3083.428176
2018-02,2954.868173
2018-03,2893.258357
2018-04,2923.0360130736426
2018-05,2929.669737939359
2018-06,2915.2771481333334
2018-07,3003.7222377913345
2018-08,3028.7251525978522
2018-09,3043.818637202822
2018-10,2816.752767014309
2018-11,2859.00501845408
2018-12,2658.239246
2019-01,2869.597099533477
2019-02,2947.189577536084
2019-03,2985.7533456699975
2019-04,3088.7504429427077
2019-05,2907.7191517903734
2019-06,3099.6123649354063
2019-07,3110.2261339084966
2019-08,3037.1041856445227
2019-09,3102.880748145056
2019-10,3188.4328268054437
2019-11,3267.362918304176
2019-12,3383.5894025325333
2020-01,3346.5463235895095
2020-02,3077.1869887918874
2020-03,2661.8714671126586
2020-04,2948.776168406301
2020-05,3078.256746884065
2020-06,3178.175564008867
2020-07,3346.7299691683197
2020-08,3553.237493924095
2020-09,3438.958870915731
2020-10,3356.2813061052775
2020-11,3771.8597064217843
2020-12,3947.790984099419
2021-01,3931.675974003247
2021-02,4024.5879144877526
2021-03,4134.603914903168
2021-04,4316.431761776109
2021-05,4385.248324387888
2021-06,4444.381179
2021-07,4475.0755863813865
2021-08,4588.1068738542435
2021-09,4401.006115451473
2021-10,4626.293353397083
2021-11,4517.454441
2021-12,4699.1733823736295
2022-01,4471.28560074017
2022-02,4356.061087117961
2022-03,4452.311704609793
2022-04,4096.206219543517
2022-05,4105.074383526921
2022-06,3759.8952369646217
2022-07,4023.5328512195697
2022-08,3878.0963127525956
2022-09,3509.0814970510955
2022-10,3720.9290209967544
2022-11,4010.180803148087
2022-12,3851.011972119111
2023-01,4129.621151286672
2023-02,4011.0967726887184
2023-03,4136.002105468048
2023-04,4196.571951108718
2023-05,4155.686178117357
2023-06,4400.0897310927085
