Date,JORDAN + EGYPT + MOROCCO SMALL CAP
2007-05,1000.0
2007-06,1041.7689627918262
2007-07,1052.0829571224858
2007-08,1118.1170038923406
2007-09,1147.0189463542545
2007-10,1244.3162646328412
2007-11,1252.9996457032978
2007-12,1274.8072808988588
2008-01,1341.3363455587419
2008-02,1466.6965892408984
2008-03,1543.5262386938223
2008-04,1695.538889929424
2008-05,1628.0014108228877
2008-06,1523.4653953087911
2008-07,1398.5280527643654
2008-08,1282.3245447090983
2008-09,1138.3021358745252
2008-10,830.5604807704543
2008-11,771.7191345925429
2008-12,817.1286575668091
2009-01,737.0515198601026
2009-02,714.4241955034731
2009-03,783.2532474975122
2009-04,869.13242464
2009-05,913.5565121900593
2009-06,981.5556317283981
2009-07,1008.3130368737496
2009-08,1053.4700344546707
2009-09,1115.5833912271146
2009-10,1063.764445986099
2009-11,953.8363682061687
2009-12,926.8592751732111
2010-01,1015.1639675255475
2010-02,1004.4807177033786
2010-03,1035.8985550898324
2010-04,1092.08729776299
2010-05,938.9999302541743
2010-06,914.3114003348101
2010-07,941.9270208184208
2010-08,932.9807978368577
2010-09,1000.7149649849549
2010-10,1027.415596674896
2010-11,1020.5945009918928
2010-12,1031.1001247588424
2011-01,920.8949891453474
2011-02,904.7762549906017
2011-03,883.3445780646219
2011-04,880.4156076520679
2011-05,927.2860746592446
2011-06,905.7306144898545
2011-07,882.3227947319724
2011-08,839.2989683410153
2011-09,752.8453648905245
2011-10,800.5147431041171
2011-11,740.8520055221239
2011-12,688.0244232653916
2012-01,781.5719673638293
2012-02,877.50792412011
2012-03,792.7898944634875
2012-04,795.8823676488312
2012-05,757.6553387504717
2012-06,782.4370550736911
2012-07,785.7734844586727
2012-08,861.6685535572511
2012-09,961.1985583554499
2012-10,953.474784028104
2012-11,833.7927921742114
2012-12,905.3212103603992
2013-01,894.4738128056803
2013-02,875.2392405354453
2013-03,852.0028658153336
2013-04,851.24505120988
2013-05,886.9637873926653
2013-06,783.4313169670011
2013-07,878.1498495922759
2013-08,874.280174501701
2013-09,934.4580654724002
2013-10,1019.6014835196672
2013-11,1025.116870166223
2013-12,1062.8166007450423
2014-01,1164.9519464994964
2014-02,1270.9885355892166
2014-03,1243.6507280625176
2014-04,1270.7707317179763
2014-05,1287.464674959784
2014-06,1294.8445035344694
2014-07,1337.99076487614
2014-08,1385.5520401516096
2014-09,1378.929815478967
2014-10,1309.6479690916392
2014-11,1324.621585957969
2014-12,1232.5002423047379
2015-01,1243.4981921511785
2015-02,1174.3807091909334
2015-03,1121.4392683272888
2015-04,1077.8938184022502
2015-05,1112.1401803459803
2015-06,1033.621532571401
2015-07,992.2482592806234
2015-08,912.4902336558018
2015-09,882.8701373673686
2015-10,901.4971686063202
2015-11,824.2009358248043
2015-12,889.3442765098283
2016-01,831.3262484303602
2016-02,818.1508189662077
2016-03,899.6030249672851
2016-04,897.8173288659711
2016-05,885.9106293946943
2016-06,846.2806635686613
2016-07,922.2009434908114
2016-08,904.0883945243669
2016-09,889.2401111326461
2016-10,915.4711309909168
2016-11,759.7128552973056
2016-12,823.4443164437381
2017-01,831.8414616396574
2017-02,878.7777236166424
2017-03,877.5620826949457
2017-04,866.355666
2017-05,891.502057
2017-06,928.133365
2017-07,932.531256
2017-08,948.427376
2017-09,981.268372
2017-10,1027.940331
2017-11,1043.901932
2017-12,1059.015432
2018-01,1104.731638
2018-02,1113.579012
2018-03,1187.139738
2018-04,1245.6662394804414
2018-05,1148.9611400068325
2018-06,1108.3823680531348
2018-07,1067.4628524255043
2018-08,1068.2484278641562
2018-09,972.1688785528282
2018-10,884.9403543806108
2018-11,911.7641944737555
2018-12,912.4246374328309
2019-01,976.3550961941605
2019-02,1018.1785016669425
2019-03,998.925380297302
2019-04,993.0423502495861
2019-05,961.1316923003476
2019-06,1005.870829612439
2019-07,979.078976932307
2019-08,1051.4872790771215
2019-09,1004.7366963069985
2019-10,1023.5953353871029
2019-11,992.4804717822564
2019-12,993.3861358283636
2020-01,1015.0083667092293
2020-02,963.6011921203476
2020-03,731.6391058478517
2020-04,784.2905822116888
2020-05,787.572160437928
2020-06,841.9723315732298
2020-07,861.4092267620213
2020-08,887.5656282065869
2020-09,860.3355488483732
2020-10,864.9482691465444
2020-11,920.4124479835327
2020-12,937.4316685843559
2021-01,973.9675737245092
2021-02,966.8338001309788
2021-03,930.5057363130643
2021-04,951.2402216547915
2021-05,983.0187297610831
2021-06,1021.8337971577616
2021-07,1045.734982426444
2021-08,1078.6923030585447
2021-09,1080.949414514508
2021-10,1118.3948292761834
2021-11,1111.535005109791
2021-12,1174.3380018778603
2022-01,1179.3555390877657
2022-02,1143.4625902218306
2022-03,1064.827024817693
2022-04,1105.1987926787097
2022-05,1051.1184884259317
2022-06,992.8726295758787
2022-07,1005.3384316970548
2022-08,1018.4311640566308
2022-09,978.5672914982241
2022-10,918.4572124939982
2022-11,958.6013727433813
2022-12,1007.1665842815877
2023-01,969.0456581201221
2023-02,966.2587053356887
2023-03,956.9452588768646
2023-04,1019.9510273691785
2023-05,1017.7623081219937
2023-06,1052.3947908628622
2023-07,1075.2921065602175
