Date,EM FAR EAST SMALL CAP
2000-08,422.60060328564214
2000-09,367.94091053228317
2000-10,322.7969251470183
2000-11,305.24630456789316
2000-12,283.1544883169367
2001-01,336.5876100048145
2001-02,339.8802522769166
2001-03,323.1482622187357
2001-04,317.514898963777
2001-05,326.406460569739
2001-06,320.65125975067315
2001-07,299.2898245209876
2001-08,306.7341670737364
2001-09,265.4375002075216
2001-10,273.16705250340453
2001-11,304.2848072162586
2001-12,331.2454381928937
2002-01,360.3842980900481
2002-02,364.5707797509657
2002-03,406.19145131669103
2002-04,406.5721943327192
2002-05,392.7821218545285
2002-06,365.72667169773496
2002-07,362.3973415522606
2002-08,358.93619737429736
2002-09,308.99227405257204
2002-10,320.9227533676061
2002-11,333.05322628523464
2002-12,316.9466915603845
2003-01,337.9240221489761
2003-02,319.2964040756515
2003-03,300.1220137724942
2003-04,307.01657882805
2003-05,342.9221507979645
2003-06,364.8309705398089
2003-07,390.6551082599208
2003-08,408.2546707304104
2003-09,401.01005352111395
2003-10,429.61785910570285
2003-11,430.6869275269624
2003-12,451.74723694024385
2004-01,474.5786959594279
2004-02,500.039156844246
2004-03,487.994225406779
2004-04,460.69275672476994
2004-05,431.76490011468746
2004-06,416.2357665219533
2004-07,392.47093101879096
2004-08,409.60746570624804
2004-09,427.75899263010393
2004-10,430.8047410326817
2004-11,467.8533118992816
2004-12,486.6053399285313
2005-01,493.08109104339195
2005-02,535.7430997910533
2005-03,510.52973172992426
2005-04,488.9936370168703
2005-05,499.6271005321896
2005-06,523.8058055596272
2005-07,543.1420454423621
2005-08,523.9827058204321
2005-09,550.4067276896515
2005-10,519.8897058968055
2005-11,573.0761068739853
2005-12,611.7479268064249
2006-01,638.0724369856017
2006-02,635.390791708948
2006-03,649.874565843923
2006-04,707.6847220179968
2006-05,672.2025429523163
2006-06,636.537173978534
2006-07,632.216496950736
2006-08,645.2649894273316
2006-09,674.2465918358505
2006-10,696.8995763894629
2006-11,769.3745528142532
2006-12,794.8678622438445
2007-01,774.0240606461343
2007-02,814.0768935629168
2007-03,849.5268057525951
2007-04,898.4568001414053
2007-05,1000.0
2007-06,1059.447932862688
2007-07,1199.6181804071944
2007-08,1129.2333253522145
2007-09,1201.486910019822
2007-10,1267.214554888718
2007-11,1114.627943889082
2007-12,1101.2535617324143
2008-01,958.8171421846821
2008-02,1059.893735787007
2008-03,1013.0283787337492
2008-04,1053.939125312593
2008-05,1031.9332476015072
2008-06,911.1621303303989
2008-07,877.2958113095833
2008-08,800.5998779773385
2008-09,636.9352048205172
2008-10,456.3976749915951
2008-11,433.4965629989146
2008-12,504.5566479166195
2009-01,476.6402870735103
2009-02,469.289309263221
2009-03,554.8728895968165
2009-04,677.8971398275108
2009-05,822.4781737587454
2009-06,796.7399606856
2009-07,900.0347083153442
2009-08,869.0641631408783
2009-09,944.5867960889013
2009-10,953.5244417357394
2009-11,992.6878877864559
2009-12,1066.9745354805334
2010-01,1005.3651323660511
2010-02,1012.2275016757744
2010-03,1105.8534242804897
2010-04,1123.9248905924503
2010-05,1003.3581634126305
2010-06,1016.5008569128685
2010-07,1083.5141131654862
2010-08,1082.6937443514971
2010-09,1218.3119010571704
2010-10,1259.354402001775
2010-11,1245.1784600882775
2010-12,1313.7810049370669
2011-01,1315.1585728952446
2011-02,1247.7185416000393
2011-03,1301.0853571419527
2011-04,1353.4879389530804
2011-05,1324.1500094180876
2011-06,1291.1053608499963
2011-07,1337.4604850905912
2011-08,1184.1168216326168
2011-09,986.2217915386655
2011-10,1089.382147616113
2011-11,1004.1839542897229
2011-12,1008.0039172505502
2012-01,1094.6528611608285
2012-02,1191.6787810591618
2012-03,1143.5439444220672
2012-04,1119.1665659899613
2012-05,1042.088533106998
2012-06,1058.7396130832346
2012-07,1052.2305203974133
2012-08,1079.2434471034153
2012-09,1140.2998251425934
2012-10,1122.1023210101769
2012-11,1150.7325799377718
2012-12,1197.5464918938762
2013-01,1237.0369141065407
2013-02,1278.36966960991
2013-03,1290.1292984120735
2013-04,1324.0102133124974
2013-05,1353.5484328629911
2013-06,1230.5105873030118
2013-07,1251.2907566141782
2013-08,1222.4986557090997
2013-09,1289.833828811141
2013-10,1330.1321873851475
2013-11,1313.0932786581855
2013-12,1306.3760570419388
2014-01,1297.6763084944714
2014-02,1350.957761173859
2014-03,1362.113164180713
2014-04,1357.7884036105422
2014-05,1386.4602616612804
2014-06,1407.4938080769825
2014-07,1432.3474881201234
2014-08,1464.6131581130276
2014-09,1413.8623422999797
2014-10,1372.2896195757612
2014-11,1341.7122486918502
2014-12,1322.3429161779925
2015-01,1346.5964126539004
2015-02,1377.2473767024435
2015-03,1409.7729268658347
2015-04,1577.0598986609825
2015-05,1598.5759248484812
2015-06,1513.212719409153
2015-07,1354.0487740952096
2015-08,1220.1096934049315
2015-09,1230.3163254385142
2015-10,1312.599928922166
2015-11,1288.0473579549146
2015-12,1296.6683024501651
2016-01,1196.3675169481976
2016-02,1196.2594356602972
2016-03,1291.35016342347
2016-04,1294.0533282491215
2016-05,1258.463109680447
2016-06,1275.0122560204534
2016-07,1316.6689992258619
2016-08,1347.8743797203292
2016-09,1363.343738321194
2016-10,1309.4703245506662
2016-11,1276.7295217177202
2016-12,1264.6581484623016
2017-01,1312.8210672945502
2017-02,1376.3263419419686
2017-03,1408.7453479355447
2017-04,1409.39982
2017-05,1435.318466
2017-06,1443.827044
2017-07,1483.923167
2017-08,1511.572758
2017-09,1522.559548
2017-10,1590.683853
2017-11,1631.468348
2017-12,1663.259412
2018-01,1782.651628
2018-02,1699.687787
2018-03,1699.270466
2018-04,1688.5470583655208
2018-05,1717.8242130306471
2018-06,1601.1313445470096
2018-07,1592.5694601515538
2018-08,1582.9300351931506
2018-09,1562.412283705537
2018-10,1332.0346531501755
2018-11,1416.2955949794007
2018-12,1381.628266634877
2019-01,1465.4952715631057
2019-02,1510.9053257990045
2019-03,1510.0141498221074
2019-04,1516.730336167183
2019-05,1400.1452929621255
2019-06,1464.2265994592785
2019-07,1444.5014219616069
2019-08,1386.133907115143
2019-09,1406.6369295086936
2019-10,1461.1371863889808
2019-11,1439.5537679520628
2019-12,1521.1105308891972
2020-01,1415.1721556531759
2020-02,1356.9254566312413
2020-03,1155.966288104136
2020-04,1327.6903377181095
2020-05,1368.1681855371412
2020-06,1481.8172560235253
2020-07,1631.4951662988642
2020-08,1708.8289737742452
2020-09,1670.1734976158202
2020-10,1682.3440181649053
2020-11,1887.8047987618393
2020-12,2024.5833732566366
2021-01,2030.6222436728317
2021-02,2159.220796229466
2021-03,2173.4292747776585
2021-04,2338.6823312988386
2021-05,2326.00023416405
2021-06,2391.23666063908
2021-07,2325.308804139478
2021-08,2340.8641505247247
2021-09,2272.520335609987
2021-10,2316.6289183976605
2021-11,2269.5277985488415
2021-12,2351.2091983375954
2022-01,2150.5569861581093
2022-02,2162.9099684377693
2022-03,2163.8932950750955
2022-04,2022.144111032672
2022-05,2032.5525192688194
2022-06,1819.6681801237646
2022-07,1823.7800074481997
2022-08,1842.8545100610843
2022-09,1571.0044405744507
2022-10,1522.4687850234268
2022-11,1775.1686571826535
2022-12,1776.534913556722
2023-01,1940.7829564672043
2023-02,1891.3268184360902
2023-03,1928.6058411600022
2023-04,1891.381505303475
2023-05,1890.0449877763965
2023-06,1934.0614288002619
2023-07,2062.2369127804122
