Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2016-12,432.00109353644103
2017-01,446.8030925460955
2017-02,455.13159249290953
2017-03,469.0252712137317
2017-04,494.891813
2017-05,513.784223
2017-06,511.845447
2017-07,532.582404
2017-08,534.65384
2017-09,552.9164
2017-10,558.244874
2017-11,562.445385
2017-12,580.354268
2018-01,612.30437
2018-02,584.366615
2018-03,577.282954
2018-04,588.8964470351035
2018-05,581.9535776142483
2018-06,573.8831964724942
2018-07,581.6306650135351
2018-08,576.5983361809689
2018-09,567.185668541202
2018-10,512.2270467729794
2018-11,500.6454451153739
2018-12,473.4008815484686
2019-01,517.1764519948852
2019-02,531.3786637828642
2019-03,531.8528562141587
2019-04,553.348338252877
2019-05,521.9326323933506
2019-06,548.4901697895963
2019-07,539.9886645705827
2019-08,523.1291381358783
2019-09,535.9956666939426
2019-10,558.3027745341576
2019-11,574.25306068933
2019-12,606.2156137820197
2020-01,589.9148531285804
2020-02,537.4001401868679
2020-03,420.1233214314252
2020-04,473.15807098637015
2020-05,506.09853999315106
2020-06,519.4371727297333
2020-07,551.2590155436249
2020-08,591.3584741954764
2020-09,574.614061
2020-10,552.2793996879819
2020-11,647.0571653070333
2020-12,698.2375585497878
2021-01,696.7901583725868
2021-02,721.3932670377011
2021-03,733.1730876492207
2021-04,778.2295695795905
2021-05,802.2172305493001
2021-06,781.253632576505
2021-07,801.2195087573292
2021-08,824.6799919000424
2021-09,780.8024388306953
2021-10,809.5930464026374
2021-11,765.6944541498041
2021-12,806.7932147169676
2022-01,741.8892156572533
2022-02,724.6612858283363
2022-03,734.463651216862
2022-04,686.5846804420628
2022-05,678.6964806440282
2022-06,588.1317988011194
2022-07,631.0290502058671
2022-08,596.4049974651425
2022-09,516.7460637625644
2022-10,549.3976148364691
2022-11,606.1241547415977
2022-12,608.1476823651705
2023-01,663.5424444451568
2023-02,651.7255427447714
2023-03,641.0728099715939
2023-04,658.5422703875676
2023-05,624.6928105063299
2023-06,644.8853345749683
2023-07,674.6630910946956
