Date,EM EUROPE SMALL CAP
1996-09,200.86801143297208
1996-10,190.36020791664947
1996-11,193.01217613672847
1996-12,198.0569301230048
1997-01,246.87310093443068
1997-02,243.27315313622475
1997-03,228.74645398261845
1997-04,206.57832950271614
1997-05,194.96578668778864
1997-06,202.19379389066697
1997-07,204.17972166183858
1997-08,205.71317927187633
1997-09,232.00448061930697
1997-10,219.15564291947788
1997-11,203.68150605126928
1997-12,204.68665851885854
1998-01,190.68268867868602
1998-02,189.35614683829655
1998-03,190.57062512167178
1998-04,202.107888747484
1998-05,183.69275316691355
1998-06,178.16958694355745
1998-07,183.24537889708415
1998-08,119.03633309629153
1998-09,104.05065376012911
1998-10,104.34672612198652
1998-11,105.66011858862575
1998-12,104.77736885468505
1999-01,99.91391324738095
1999-02,100.08212053704479
1999-03,111.69773260045561
1999-04,116.46226431178583
1999-05,125.40711253395925
1999-06,125.61195774077922
1999-07,133.2648563393324
1999-08,127.0827746100991
1999-09,126.15802530054474
1999-10,127.86885172906479
1999-11,139.65441088898453
1999-12,192.7172773615993
2000-01,227.75938700251578
2000-02,214.57449904235378
2000-03,225.09305967839268
2000-04,236.62312775935948
2000-05,213.19465983181732
2000-06,199.35714934089881
2000-07,198.37048540474257
2000-08,199.3647774217505
2000-09,175.12437939202198
2000-10,181.2525642449443
2000-11,146.24745301292842
2000-12,153.59963423231204
2001-01,156.59519379256105
2001-02,119.61939746703489
2001-03,117.26899372950629
2001-04,134.68769004317133
2001-05,128.36840917446494
2001-06,126.46618953688673
2001-07,116.60995321410044
2001-08,117.71452662733769
2001-09,100.31523903158708
2001-10,115.23222873114915
2001-11,134.02471960916267
2001-12,141.3002980754089
2002-01,158.57721530628956
2002-02,146.62947540893626
2002-03,158.78767546230648
2002-04,163.98726337716172
2002-05,155.65888435766402
2002-06,141.75662309475354
2002-07,134.14889553258675
2002-08,134.2599036865557
2002-09,131.2048857129088
2002-10,145.23565125994855
2002-11,165.156216577744
2002-12,149.49165989416989
2003-01,149.72135916199082
2003-02,157.390416664382
2003-03,147.94913669360974
2003-04,173.72223851350535
2003-05,191.15169693287794
2003-06,189.89039485431374
2003-07,193.9780016950133
2003-08,222.765336979776
2003-09,227.3412788764149
2003-10,236.82574236172317
2003-11,233.0367738804322
2003-12,275.8509278595266
2004-01,276.4591944405053
2004-02,298.35976051327185
2004-03,312.6518244794323
2004-04,286.386419646082
2004-05,272.0722557312921
2004-06,280.7284468789033
2004-07,278.91396008218504
2004-08,291.1027170515519
2004-09,312.67841483839027
2004-10,313.7158040211008
2004-11,317.7652914863319
2004-12,347.77794921768583
2005-01,364.6712464035958
2005-02,400.1790401410048
2005-03,356.07235504108417
2005-04,327.28525541201424
2005-05,343.062425700905
2005-06,361.373446025219
2005-07,392.6565057734719
2005-08,424.8341090667098
2005-09,469.43190701868946
2005-10,449.5421444261505
2005-11,492.22930090368976
2005-12,528.2232580003813
2006-01,601.4918067222711
2006-02,662.532670997999
2006-03,643.1244134155985
2006-04,684.3558882154485
2006-05,571.3408524189762
2006-06,539.769929634685
2006-07,606.286928583326
2006-08,618.6189763010012
2006-09,634.6459587436126
2006-10,693.7347007667706
2006-11,742.1374592975122
2006-12,785.1411927943032
2007-01,813.1617356083487
2007-02,826.547706755304
2007-03,907.5231121431156
2007-04,965.741488705616
2007-05,1000.0
2007-06,1039.856358462147
2007-07,1033.8999986116214
2007-08,973.7423281356855
2007-09,1042.987484978994
2007-10,1088.2394743947712
2007-11,1017.289214220531
2007-12,1043.6649238401774
2008-01,894.7183980895462
2008-02,916.655235375589
2008-03,871.1328402757272
2008-04,881.2553193750316
2008-05,872.6619224812453
2008-06,792.6135156796266
2008-07,791.3704779806837
2008-08,728.9341011144103
2008-09,566.4453883309086
2008-10,337.55181122441803
2008-11,300.2196151886083
2008-12,291.73035884803016
2009-01,251.11220977773584
2009-02,228.82798389047747
2009-03,267.63170524179645
2009-04,347.61693043799806
2009-05,415.6690696244596
2009-06,447.5365309055285
2009-07,513.507489996254
2009-08,595.162009223143
2009-09,619.3472311750994
2009-10,612.0842891864336
2009-11,608.0254894142251
2009-12,658.5618514182815
2010-01,699.8116125059408
2010-02,662.4226362996902
2010-03,761.2343821168004
2010-04,793.582198505153
2010-05,659.1890806185622
2010-06,638.9000147093027
2010-07,720.7724102793957
2010-08,727.0013664334839
2010-09,817.8339918674205
2010-10,859.413368344928
2010-11,809.5856643423782
2010-12,874.8156770109659
2011-01,878.4741986532998
2011-02,875.62486384136
2011-03,932.1324846779842
2011-04,1004.6100444101938
2011-05,904.8351184584748
2011-06,880.9788197099441
2011-07,832.712835932714
2011-08,689.5641624431529
2011-09,594.8180717400389
2011-10,651.0055872485883
2011-11,582.9597555053964
2011-12,532.6612462622469
2012-01,618.7808942333816
2012-02,671.0307469563578
2012-03,671.5350779112171
2012-04,668.923387455259
2012-05,557.5328437166601
2012-06,609.6022539958673
2012-07,619.9697553365514
2012-08,622.8979975846124
2012-09,651.4705716261166
2012-10,659.0569846456948
2012-11,677.2611477073632
2012-12,725.7626395072284
2013-01,756.7876262578177
2013-02,735.2714509692454
2013-03,732.5920339639543
2013-04,742.414964407641
2013-05,737.3005395522287
2013-06,665.274886641048
2013-07,680.314252906833
2013-08,625.437844922958
2013-09,688.835945377398
2013-10,734.0221894938882
2013-11,742.1958113561136
2013-12,694.7075482386429
2014-01,644.3845926870877
2014-02,686.8382842388404
2014-03,681.8723168761134
2014-04,699.6322958455758
2014-05,710.5955191145572
