Date,WORLD ex UK SMALL CAP
2020-12,664.0952928984149
2021-01,679.3041068238077
2021-02,712.966034969595
2021-03,728.5519069589641
2021-04,755.8255014818552
2021-05,761.3317960311331
2021-06,765.9430982232087
2021-07,758.8896408782497
2021-08,776.5439309854963
2021-09,754.7270112388126
2021-10,783.2749693471126
2021-11,746.360505485845
2021-12,772.6632969926944
2022-01,714.8294565628836
2022-02,718.6087719015494
2022-03,727.4965433489475
2022-04,670.3792570033511
2022-05,669.8328190534096
2022-06,604.3323430607145
2022-07,659.7934391880699
2022-08,641.432121220583
2022-09,577.4048346012854
2022-10,624.0984132570878
2022-11,661.0977493021118
2022-12,637.6722771291817
2023-01,697.0603150149487
2023-02,682.5443580647881
2023-03,665.7642677762441
2023-04,663.1817365715358
2023-05,646.2087362186846
2023-06,689.0670409652242
2023-07,722.5897225178832
