Date,WORLD ex UK SMALL CAP
2000-12,100.0
2001-01,103.55041329100005
2001-02,100.62526603659713
2001-03,95.47325479469242
2001-04,102.9245261467193
2001-05,103.92084777016477
2001-06,104.139953992911
2001-07,100.68167093892562
2001-08,99.9787852238189
2001-09,87.73186187982144
2001-10,93.63642598722966
2001-11,99.29829052227586
2001-12,101.79943955192554
2002-01,100.01010243139768
2002-02,99.0873913611577
2002-03,106.8802345637547
2002-04,108.40651713804486
2002-05,108.2215939454392
2002-06,102.70500759611488
2002-07,91.56894166496772
2002-08,91.05159453768552
2002-09,84.14249383594012
2002-10,85.24027738907087
2002-11,90.31917697292013
2002-12,86.10044174678296
2003-01,84.97545319000227
2003-02,83.57980455743487
2003-03,83.81453156371553
2003-04,92.30415015698537
2003-05,101.67585548193121
2003-06,104.9993740658675
2003-07,109.00830615786685
2003-08,115.99505991216137
2003-09,118.10429852566374
2003-10,128.6071427857328
2003-11,131.0318542535626
2003-12,136.38497137996777
2004-01,141.7320184279965
2004-02,144.0490255606949
2004-03,148.6032962170544
2004-04,141.72909444180678
2004-05,142.46692944360225
2004-06,148.95172208052503
2004-07,141.21442319125407
2004-08,141.20740467712525
2004-09,146.45647155463976
2004-10,150.63548
2004-11,162.65620045804556
2004-12,169.1165096842259
2005-01,166.42506726415607
2005-02,171.9678906835575
2005-03,167.90740500253887
2005-04,161.43239415166195
2005-05,167.1054735634047
2005-06,172.2797515850014
2005-07,181.54782465906808
2005-08,182.8506518878312
2005-09,187.88026705954255
2005-10,181.579111868909
2005-11,188.86309089382775
2005-12,196.61236520848374
2006-01,211.41625006411286
2006-02,209.3593364888635
2006-03,219.63658105286441
2006-04,224.9749637792523
2006-05,211.83498719434348
2006-06,208.4450051688648
2006-07,202.2217339578935
2006-08,207.74352884357046
2006-09,207.9357141125449
2006-10,216.7860760246647
2006-11,223.66034620636157
2006-12,226.8105889541977
2007-01,231.45835591120175
2007-02,233.39795499413123
2007-03,238.91195597420455
2007-04,246.35354013635148
2007-05,253.2621893389906
2007-06,251.90858255342079
2007-07,242.89469727326235
2007-08,236.2254252485663
2007-09,243.00797873724997
2007-10,253.5866659865984
2007-11,235.40458806307154
2007-12,231.9366986258581
2008-01,213.5976031018797
2008-02,214.8650371338213
2008-03,212.8627426757505
2008-04,222.00781163963904
2008-05,230.77600571651013
2008-06,211.99369436528616
2008-07,208.66614847533756
2008-08,209.061856140621
2008-09,182.28340558239202
2008-10,141.80669434929047
2008-11,129.88300212557505
2008-12,138.63528192216722
2009-01,127.38343602228987
2009-02,113.4616221299357
2009-03,123.11478648010406
2009-04,142.90239658018237
2009-05,155.21010569065982
2009-06,157.0967191378005
2009-07,170.87694401562652
2009-08,180.76910215112454
2009-09,192.11132924651417
2009-10,183.83639828996326
2009-11,188.84520482574226
2009-12,197.937624950494
2010-01,192.8428258755022
2010-02,198.60814439119784
2010-03,213.84363131960956
2010-04,222.13346725064628
2010-05,201.37402108303354
2010-06,191.2049416367779
2010-07,205.36812145049905
2010-08,195.61755406624687
2010-09,218.30453526976524
2010-10,226.91219956628763
2010-11,229.06014753427505
2010-12,250.44972407939116
2011-01,252.72630052716227
2011-02,263.31120111773214
2011-03,267.190588652018
2011-04,276.2313195014729
2011-05,270.5307907368966
2011-06,265.0564119950029
2011-07,258.4587933101522
2011-08,237.64933604530262
2011-09,210.93857704669853
2011-10,236.08242888995343
2011-11,230.7799310085981
2011-12,229.4321082812258
2012-01,246.32910056153466
2012-02,256.6463542562268
2012-03,259.39496267213303
2012-04,257.105111688943
2012-05,235.09270734842573
2012-06,243.48756353955181
2012-07,242.77983514980005
2012-08,250.41792078527155
2012-09,258.90901876087986
2012-10,256.849478372112
2012-11,259.72476695693814
2012-12,267.8125536458396
2013-01,284.2651833550137
2013-02,286.7285032831674
2013-03,296.95556943344684
2013-04,300.3871529665297
2013-05,303.5484146100669
2013-06,297.5507471201535
2013-07,316.2789921234684
2013-08,309.3780587986219
2013-09,330.7297942108181
2013-10,340.8307254593378
2013-11,346.94854110672657
2013-12,354.5044526008814
2014-01,348.07723723657324
2014-02,365.02028117217054
2014-03,364.7212007596252
2014-04,358.9930350135291
2014-05,363.52467899673996
2014-06,379.34547835303414
2014-07,363.7098603849921
2014-08,375.6747161920505
2014-09,354.85654858856606
2014-10,361.6563254421987
2014-11,363.4902659151959
2014-12,365.363107592049
2015-01,359.1074171343725
2015-02,380.21200324232206
2015-03,382.8340092962668
2015-04,384.7581061115302
2015-05,389.44656329909964
2015-06,385.73312483853437
2015-07,383.72212325548486
2015-08,363.02364862240194
2015-09,347.5393206888201
2015-10,367.9615008574035
2015-11,372.8516775885321
2015-12,363.17596032762754
2016-01,335.66896197918317
2016-02,338.5759517257084
2016-03,367.70265184688134
2016-04,376.7920375997573
2016-05,381.0375220726872
2016-06,377.8447200481728
2016-07,398.6853018329453
2016-08,398.9707033867514
2016-09,405.3347893043218
2016-10,391.6273015557598
2016-11,408.6954919892803
2016-12,418.7029249570046
2017-01,428.42468859569
2017-02,437.5861279954627
2017-03,440.8519194491036
2017-04,447.969863
2017-05,450.625512
2017-06,459.321106
2017-07,469.061651
2017-08,469.319288
2017-09,487.64837
2017-10,494.661563
2017-11,506.351004
2017-12,513.024757
2018-01,531.240108
2018-02,510.991363
2018-03,511.146848
2018-04,514.9579732769978
2018-05,530.2721692805524
2018-06,528.9825183250116
2018-07,536.1658734810807
2018-08,549.6669902908816
2018-09,542.3412610794612
2018-10,488.4367175727191
2018-11,493.3890550559858
2018-12,446.5368426945504
2019-01,492.3202256260809
2019-02,510.87815579779215
2019-03,508.03201982021136
2019-04,523.408611879076
2019-05,489.65417717937083
2019-06,519.7861222176984
2019-07,524.2686698410199
2019-08,506.2656826386049
2019-09,515.9895451977991
2019-10,529.0348533265512
2019-11,546.0404241712165
2019-12,563.2653116524457
2020-01,548.2276904868777
2020-02,498.89105755876625
2020-03,397.33665778163214
2020-04,451.1808312522562
2020-05,484.8114024278751
2020-06,498.4478143537215
2020-07,517.8421092952207
2020-08,546.8316384095682
2020-09,536.527708
2020-10,537.0288956293053
2020-11,619.217819547008
