Date,AC ASIA ex JAPAN SMALL CAP
1994-05,716.5361692983495
1994-06,699.5931618630177
1994-07,721.3021803913223
1994-08,782.8237792359096
1994-09,805.7355388416553
1994-10,797.4521714574329
1994-11,729.019532155022
1994-12,707.5872040863009
1995-01,629.578386635967
1995-02,663.1849808829993
1995-03,653.3097590982666
1995-04,627.4121947625983
1995-05,671.3624687127708
1995-06,679.7579987783306
1995-07,712.806864026052
1995-08,695.1085022721529
1995-09,686.6159726556677
1995-10,652.9477259026024
1995-11,634.9875933315744
1995-12,655.5325704608573
1996-01,699.2793418630088
1996-02,713.6100150618516
1996-03,723.5287700892434
1996-04,770.2062924038789
1996-05,748.2816279084659
1996-06,749.0390299606814
1996-07,706.4025504342156
1996-08,725.6196440028887
1996-09,737.4571647270797
1996-10,736.2398553867738
1996-11,754.1570615056002
1996-12,745.371728456343
1997-01,780.960856438628
1997-02,829.7443929280001
1997-03,800.9025893194072
1997-04,763.9889160807431
1997-05,764.1831381609617
1997-06,772.4340087166438
1997-07,765.8964901624861
1997-08,665.930656011682
1997-09,630.409921497267
1997-10,473.6030000600596
1997-11,414.2127037747793
1997-12,362.5362617516762
1998-01,309.01087720538646
1998-02,402.5661785551332
1998-03,407.68840551385017
1998-04,369.5983092174515
1998-05,319.16753190880974
1998-06,272.40017722086515
1998-07,265.78442079677166
1998-08,226.45032945829982
1998-09,241.34336779237654
1998-10,287.4505535125661
1998-11,330.39975456029083
1998-12,334.00534216581576
1999-01,329.0645553313184
1999-02,314.4090880682347
1999-03,344.80275557707364
1999-04,419.546761385107
1999-05,432.17623772033625
1999-06,490.6577415800515
1999-07,474.436579144695
1999-08,470.75202426271534
1999-09,437.25341542361
1999-10,439.64992765402974
1999-11,455.9291335289095
1999-12,474.7267550403056
2000-01,476.9279287249684
2000-02,463.66115220593207
2000-03,458.50794857010646
2000-04,414.22911159027893
2000-05,372.13191419355906
2000-06,371.1236076437454
2000-07,358.62947076527126
2000-08,355.54529343473746
2000-09,313.7540159225056
2000-10,285.1217023237791
2000-11,277.1775995950669
2000-12,267.35248838420387
2001-01,299.19439767005167
2001-02,302.21228759446416
2001-03,276.58653258915314
2001-04,279.0639705167621
2001-05,289.5911834289878
2001-06,284.4991156960034
2001-07,267.27420956111337
2001-08,269.4134108112447
2001-09,236.6006671249117
2001-10,244.97550125760944
2001-11,269.61419578979746
2001-12,286.5371538014953
2002-01,309.096427262456
2002-02,313.97933355738013
2002-03,342.301928080317
2002-04,346.8270414446075
2002-05,339.68557022448545
2002-06,321.22942993605864
2002-07,312.69315424699226
2002-08,307.0804614498793
2002-09,267.3569592796326
2002-10,277.76379912744085
2002-11,288.3480441280453
2002-12,276.5932362354206
2003-01,291.0446693082623
2003-02,280.07092329942844
2003-03,264.9338029944426
2003-04,269.8521035325276
2003-05,302.23081911118703
2003-06,320.8605809317697
2003-07,344.2706030972351
2003-08,364.4987071403836
2003-09,369.2339166441627
2003-10,393.71674867072215
2003-11,394.92988618027323
2003-12,417.6289036501357
2004-01,441.4114489971553
2004-02,460.0559393382103
2004-03,451.10081208070477
2004-04,428.40761473970986
2004-05,406.2982670680849
2004-06,396.3579316033433
2004-07,384.3656625256046
2004-08,398.9855368418724
2004-09,417.79784573274895
2004-10,422.35631632962884
2004-11,459.57368636587125
2004-12,482.0244507528889
2005-01,485.7976434894039
2005-02,522.8995229033824
2005-03,502.2762078414924
2005-04,490.2013549631772
2005-05,500.9865147916924
2005-06,521.1979491279616
2005-07,546.1981336872509
2005-08,533.9571843962048
2005-09,557.9680628563036
2005-10,523.3421531878328
2005-11,569.9026282307427
2005-12,604.654943601922
2006-01,637.3939791414949
2006-02,642.397439996733
2006-03,669.4221408623258
2006-04,716.7028261666644
2006-05,673.2745878675644
2006-06,640.0824854084583
2006-07,638.1926742832087
2006-08,658.0792963651708
2006-09,687.7877672982797
2006-10,713.3587055542166
2006-11,781.1737695134066
2006-12,804.759670104978
2007-01,806.3771579263943
2007-02,829.0889075301153
2007-03,861.421470840468
2007-04,915.8989991469765
2007-05,1000.0
2007-06,1056.1387449264737
2007-07,1164.2110621378797
2007-08,1096.2888141408218
2007-09,1179.3241906330054
2007-10,1253.0956554036409
2007-11,1134.9780804028996
2007-12,1154.4814435188853
2008-01,981.9088246528373
2008-02,1050.6157143790067
2008-03,979.5340356718713
2008-04,1029.4103396120868
2008-05,1001.6084718001003
2008-06,874.1943109860894
2008-07,846.4647927462944
2008-08,777.2025279030677
2008-09,620.2684402937429
2008-10,430.22602094188693
2008-11,405.50795560728625
2008-12,470.43473936944696
2009-01,443.8969689744153
2009-02,428.8597243843726
2009-03,491.5918431528833
2009-04,598.3550960834855
2009-05,764.8027930371127
2009-06,746.0436501584883
2009-07,843.7272947960702
2009-08,827.6238876090858
2009-09,895.8708987167814
2009-10,901.9917160364014
2009-11,941.0503026320654
2009-12,1004.2751814518275
2010-01,956.4132603883957
2010-02,960.9574078386526
2010-03,1047.7372185193383
2010-04,1077.230788530898
2010-05,965.1237743290957
2010-06,985.0490704174123
2010-07,1047.7946443967362
2010-08,1047.7609646192914
2010-09,1176.2375812722044
2010-10,1217.9210416631227
2010-11,1191.247964715842
2010-12,1251.4026643381815
2011-01,1228.8215449439012
2011-02,1164.7489036760533
2011-03,1217.6711457720319
2011-04,1268.752664267879
2011-05,1239.1684063014388
2011-06,1210.2594760184445
2011-07,1245.3580034955924
2011-08,1104.6073608229935
2011-09,924.4759056707709
2011-10,1017.6510013525025
2011-11,928.6842195753509
2011-12,917.7954745314925
2012-01,1009.9137836383803
2012-02,1101.5544029620855
2012-03,1059.6643393765883
2012-04,1041.4273619612225
2012-05,960.7231169960235
2012-06,978.6324541630422
2012-07,979.9561711452321
2012-08,1002.5457060126848
2012-09,1069.9740316837613
2012-10,1058.2127164236913
2012-11,1088.7920156981788
2012-12,1126.7123722833114
2013-01,1166.2101257858747
2013-02,1185.4527506807863
2013-03,1194.0401161910572
2013-04,1224.8241827243412
2013-05,1239.905915075612
2013-06,1131.8055698089295
2013-07,1142.4561889124984
2013-08,1114.8664091462301
2013-09,1184.0473204237805
2013-10,1216.5099037599553
2013-11,1205.0850880322191
2013-12,1207.386264468469
2014-01,1185.3513622015935
2014-02,1230.7867905559333
2014-03,1245.5433190206124
2014-04,1248.7294299128082
2014-05,1286.4209307554395
2014-06,1310.2300516297234
2014-07,1329.8717904164623
2014-08,1352.8346143944532
2014-09,1304.0182030634426
2014-10,1279.5599457659023
2014-11,1261.4338020925916
2014-12,1238.27775236709
2015-01,1265.7901891000054
2015-02,1289.0015184082808
2015-03,1307.202423625682
2015-04,1435.4610631763878
2015-05,1454.0509848854972
2015-06,1379.0878652355136
2015-07,1262.633867185442
2015-08,1135.3157816002285
2015-09,1142.486375956518
2015-10,1213.5967891979215
2015-11,1191.3482531965021
2015-12,1197.6143084891671
2016-01,1094.955672148341
2016-02,1084.0295910451327
