Date,WORLD ex EUROPE SMALL CAP
2000-12,1000.0
2001-01,1028.7768647977393
2001-02,1004.1935507815929
2001-03,967.7550486158592
2001-04,1052.822497918676
2001-05,1070.7726126044092
2001-06,1090.9356399351302
2001-07,1046.114032275499
2001-08,1039.38416404112
2001-09,920.6127860599997
2001-10,983.0788066674194
2001-11,1039.229748966504
2001-12,1069.027082514834
2002-01,1045.941788356319
2002-02,1033.008918276188
2002-03,1117.3610475895998
2002-04,1129.7416903263643
2002-05,1122.7298300341552
2002-06,1058.016045480109
2002-07,942.6540466594467
2002-08,941.8756833781174
2002-09,881.1994835507212
2002-10,883.941598109263
2002-11,937.5262064900306
2002-12,888.6634717368242
2003-01,877.0858310913144
2003-02,868.4593397085499
2003-03,871.571619522701
2003-04,950.2645815179354
2003-05,1047.0108545615615
2003-06,1085.0543650471184
2003-07,1127.1513998808787
2003-08,1207.7864969621178
2003-09,1220.2297206058536
2003-10,1330.0934248546203
2003-11,1345.5486923654837
2003-12,1396.8239652675538
2004-01,1447.9817557156728
2004-02,1465.7447883239524
2004-03,1534.8530481242542
2004-04,1453.1159384367493
2004-05,1460.804371927509
2004-06,1530.2262527220512
2004-07,1446.8221194332882
2004-08,1445.701790230153
2004-09,1493.421404807497
2004-10,1531.2742041212475
2004-11,1642.1120609320285
2004-12,1703.3192546908017
2005-01,1665.4936364301186
2005-02,1706.294134854961
2005-03,1666.327719191383
2005-04,1597.623630647919
2005-05,1661.4194233748703
2005-06,1712.1968557703983
2005-07,1797.9640480059927
2005-08,1801.1927951391892
2005-09,1847.6257575945965
2005-10,1802.7384904008627
2005-11,1887.3135926435987
2005-12,1957.6527928830412
2006-01,2074.2078193920397
2006-02,2035.7119585396626
2006-03,2127.474741160041
2006-04,2153.7665418526854
2006-05,2023.2343661162554
2006-06,1993.9873220438612
2006-07,1925.0961732625133
2006-08,1979.4329442255773
2006-09,1976.3953602765944
2006-10,2054.961464584678
2006-11,2099.507701047663
2006-12,2110.505945864214
2007-01,2146.9231234589583
2007-02,2167.403989352799
2007-03,2199.8086637583
2007-04,2248.4356510741545
2007-05,2318.0157228445532
2007-06,2307.965234109884
2007-07,2206.8264720873603
2007-08,2157.5477028544515
2007-09,2224.8752160761455
2007-10,2311.6518528002434
2007-11,2145.714316054277
2007-12,2117.0730996349694
2008-01,1972.5520760983552
2008-02,1957.7311846031791
2008-03,1923.8823102112226
2008-04,2019.0079457258432
2008-05,2110.3282973751693
2008-06,1943.736323808634
2008-07,1931.5387953303443
2008-08,1947.5125020143134
2008-09,1729.826611421185
2008-10,1364.5912525518875
2008-11,1250.0692983290114
2008-12,1328.742681119003
2009-01,1222.9433703934942
2009-02,1084.5594875427355
2009-03,1178.1464146453598
2009-04,1356.847746313774
2009-05,1456.7961738821193
2009-06,1481.9773376063429
2009-07,1611.264780330271
2009-08,1689.5214913458456
2009-09,1783.351590746686
2009-10,1700.1808992485223
2009-11,1749.1025687488698
2009-12,1850.5709690896142
2010-01,1797.9544938455074
2010-02,1874.7059060174079
2010-03,2016.6094061604476
2010-04,2112.5183917078593
2010-05,1939.0346118487973
2010-06,1829.128478722968
2010-07,1949.6788103409299
2010-08,1857.0324098647986
2010-09,2059.1751042649557
2010-10,2130.432581829913
2010-11,2187.0333949676483
2010-12,2372.779680795842
2011-01,2388.3851276752857
2011-02,2499.885779512167
2011-03,2527.5717157564713
2011-04,2595.322753657278
2011-05,2549.56196796782
2011-06,2503.5081920059924
2011-07,2457.7925552569222
2011-08,2270.268238369525
2011-09,2029.8356573020073
2011-10,2274.9333164766404
2011-11,2244.3447432174034
2011-12,2240.9230841603253
2012-01,2397.340544589938
2012-02,2484.827847712672
2012-03,2518.6642077172546
2012-04,2499.0516769764145
2012-05,2304.350724048976
2012-06,2381.7136186179982
2012-07,2374.89080228825
2012-08,2445.325676748527
2012-09,2520.9212793025645
2012-10,2491.1224137931854
2012-11,2517.29855158378
2012-12,2586.2698986661853
2013-01,2736.381796096448
2013-02,2765.614741440197
2013-03,2892.7695618847497
2013-04,2913.019862605037
2013-05,2936.977300454774
2013-06,2890.2207520796037
2013-07,3059.367601967313
2013-08,2982.73956303691
2013-09,3180.4088422922123
2013-10,3261.6683445944714
2013-11,3320.4215530464344
2013-12,3390.3895723166265
2014-01,3323.2231976339167
2014-02,3463.162984525283
2014-03,3458.960431681485
2014-04,3391.869320550097
2014-05,3434.2730293381182
2014-06,3616.5043047480412
2014-07,3478.2203468824314
2014-08,3616.33944631619
2014-09,3415.6900090754466
2014-10,3509.580947047292
2014-11,3514.3325837226002
2014-12,3548.6490267117106
2015-01,3477.202858693962
2015-02,3673.309915496773
2015-03,3708.3453174903693
2015-04,3698.3152673667305
2015-05,3753.528663454759
2015-06,3726.179450851693
2015-07,3680.64770847086
2015-08,3472.357301912857
2015-09,3318.745813508231
2015-10,3514.635478521616
2015-11,3571.3044550780155
2015-12,3452.66725117777
2016-01,3193.316477507127
2016-02,3223.951393738963
2016-03,3498.679370069109
2016-04,3592.2283230704957
2016-05,3635.9000200181767
2016-06,3643.693480314871
2016-07,3838.310115609286
2016-08,3835.748373999862
2016-09,3891.288654182161
2016-10,3762.0125441174614
2016-11,3983.4715868427593
2016-12,4061.7700801141527
2017-01,4144.845723083438
2017-02,4240.755994075584
2017-03,4246.4106695766795
2017-04,4278.455355
2017-05,4262.334787
2017-06,4365.358775
2017-07,4436.214608
2017-08,4431.100987
2017-09,4608.577659
2017-10,4688.498186
2017-11,4817.348226
2017-12,4868.732952
2018-01,5009.05129
2018-02,4824.332464
2018-03,4844.044096
2018-04,4869.143106354801
2018-05,5066.848126801307
2018-06,5063.357645892191
2018-07,5120.904810232379
2018-08,5283.171261183793
2018-09,5219.35531903844
2018-10,4702.302065590875
2018-11,4786.721778399966
2018-12,4299.14136569693
2019-01,4753.513321402158
2019-02,4948.548348210822
2019-03,4913.398643811079
2019-04,5050.199922837188
2019-05,4719.623861017338
2019-06,5004.978401833427
2019-07,5075.24177341879
2019-08,4895.417024424916
2019-09,4993.647880285822
2019-10,5104.39194087477
2019-11,5269.7743045079405
2019-12,5415.689852191902
2020-01,5269.503715043761
2020-02,4781.69951996016
2020-03,3799.5773020020865
2020-04,4335.468456069064
2020-05,4646.82417789098
2020-06,4771.678345186148
2020-07,4927.328678477588
2020-08,5194.232101038103
2020-09,5089.850191512257
2020-10,5159.300828904235
2020-11,5917.352683728447
2020-12,6339.826821471515
2021-01,6512.948288044382
2021-02,6860.911175073197
2021-03,7014.96904560054
2021-04,7245.742797270361
2021-05,7255.192078860426
2021-06,7345.317049801459
2021-07,7214.823546055256
2021-08,7381.584094553379
2021-09,7216.360738359254
2021-10,7482.189124356529
2021-11,7140.5338934265665
2021-12,7376.64364324958
2022-01,6830.177150155141
2022-02,6916.452363625518
2022-03,7004.679178975619
2022-04,6445.325406525258
2022-05,6433.8792595030645
2022-06,5855.188620249229
2022-07,6416.343296830182
2022-08,6280.272228013631
2022-09,5677.776678489254
2022-10,6136.34755333671
2022-11,6460.802850936733
2022-12,6181.049774436825
2023-01,6753.9934970684035
2023-02,6582.9079207616405
2023-03,6406.172250912799
2023-04,6350.176060600323
2023-05,6224.9454923648245
2023-06,6663.653110816406
2023-07,6998.8621707347875
