Date,EU SMALL CAP
2007-05,1000.0
2007-06,981.6923972082902
2007-07,972.5522005161645
2007-08,938.2083596630526
2007-09,948.6882180504354
2007-10,1009.3789746076222
2007-11,929.0246557785705
2007-12,899.365081158112
2008-01,805.0027760000703
2008-02,841.9427002966501
2008-03,849.3446458685129
2008-04,862.8840441572582
2008-05,872.772435433384
2008-06,796.0915227279955
2008-07,756.7768456783689
2008-08,735.6507873412406
2008-09,588.7032639176183
2008-10,421.83563224084475
2008-11,385.5667263998717
2008-12,404.29643161675915
2009-01,378.94781230163585
2009-02,353.61404215998834
2009-03,378.9491012238205
2009-04,463.42093317818984
2009-05,524.4142658780951
2009-06,522.1534924142801
2009-07,570.9965540665949
2009-08,630.9708248955
2009-09,672.6594211922428
2009-10,659.1881636388554
2009-11,664.7964181341192
2009-12,671.4658087573576
2010-01,662.0589154379278
2010-02,637.8475499293131
2010-03,689.8665705313891
2010-04,698.0091886589954
2010-05,600.8980054717814
2010-06,594.9601296135303
2010-07,669.2388460630405
2010-08,640.1852553505606
2010-09,729.7508243174782
2010-10,770.6243886104497
2010-11,716.750914506741
2010-12,803.3768849510367
2011-01,820.8645727728149
2011-02,837.0887053218532
2011-03,850.0931489520392
2011-04,917.9154063133886
2011-05,890.2933665949978
2011-06,864.6481988875712
2011-07,827.8043955550897
2011-08,741.8778611332219
2011-09,646.6897885235778
2011-10,716.125650734238
2011-11,672.3825632812704
2011-12,648.9607174296209
2012-01,714.9997339779018
2012-02,774.1871355546602
2012-03,771.6258934267419
2012-04,767.6701245307054
2012-05,667.2554599718878
2012-06,700.3094905542632
2012-07,704.8774826499717
2012-08,738.9213420152348
2012-09,779.7113578353077
2012-10,795.7151732298901
2012-11,803.8621066272298
2012-12,846.1202575378733
2013-01,896.6261580541559
2013-02,895.7720572944673
2013-03,892.4313062413968
2013-04,923.911901988121
2013-05,944.0197509540039
2013-06,905.8165537576201
2013-07,985.6498501081876
2013-08,991.054265686855
2013-09,1075.8122938366687
2013-10,1129.989094908107
2013-11,1153.7205517808065
2013-12,1193.0293385097211
2014-01,1178.5272127716612
2014-02,1287.8183938127183
2014-03,1269.376110427081
2014-04,1260.221489727147
2014-05,1271.3767174125755
2014-06,1262.2276665861114
2014-07,1201.926563802201
2014-08,1199.1175508195697
2014-09,1132.1905305384666
2014-10,1107.3964395013093
2014-11,1128.2360296406357
2014-12,1119.9990096951599
2015-01,1109.9506232024014
2015-02,1205.9303411090339
2015-03,1173.9012498006668
2015-04,1239.245389541377
2015-05,1260.5191768050047
2015-06,1245.8416309097704
2015-07,1280.2587109292724
2015-08,1232.3729833608495
2015-09,1190.8721085173647
2015-10,1253.907488446815
2015-11,1246.0284372814156
2015-12,1253.032041523521
2016-01,1144.4294681160334
2016-02,1138.8978084300663
2016-03,1232.8156569348444
2016-04,1248.0809792022567
2016-05,1267.4784767098513
2016-06,1142.184409904582
2016-07,1215.127249135
2016-08,1231.4621451783314
2016-09,1252.8612460605464
2016-10,1188.1298515978392
2016-11,1161.8454373265852
2016-12,1212.4894215870502
2017-01,1251.459907337132
2017-02,1270.2087764388689
2017-03,1316.2593314339517
2017-04,1406.169546
2017-05,1471.089862
2017-06,1455.982647
2017-07,1521.829738
2017-08,1526.275882
2017-09,1588.900169
2017-10,1597.606779
2017-11,1604.521197
2017-12,1654.499218
2018-01,1748.261215
2018-02,1656.795662
2018-03,1649.818736
2018-04,1690.5350498337045
2018-05,1655.2853405702194
2018-06,1638.2436882391305
2018-07,1665.587451430863
2018-08,1642.9860905301302
2018-09,1609.946482236178
2018-10,1451.4680615710497
2018-11,1407.1863854938363
2018-12,1335.251068596447
2019-01,1460.9875934591814
2019-02,1503.3075851472504
2019-03,1501.8738068860896
2019-04,1570.0480339151509
2019-05,1470.4444212122958
2019-06,1546.6430587655539
2019-07,1511.7342215738638
2019-08,1468.6733250564457
2019-09,1504.7220896356714
2019-10,1583.72289954245
2019-11,1637.233830433327
2019-12,1735.4170082766273
2020-01,1683.0309284923103
2020-02,1554.7733261373837
2020-03,1243.3610174033934
2020-04,1379.4200808350263
2020-05,1501.5949998204246
2020-06,1558.3913427832667
2020-07,1675.3585455887035
2020-08,1775.0790872133846
2020-09,1759.492784
2020-10,1634.1514567588836
2020-11,1955.2335899945544
2020-12,2113.725893659968
2021-01,2102.918970841412
2021-02,2178.5912281390197
2021-03,2216.623539045343
2021-04,2373.561285042391
2021-05,2473.462715287678
2021-06,2391.4004106933367
2021-07,2486.086047963602
2021-08,2550.6927718498955
2021-09,2391.894060650849
2021-10,2488.3672896453454
2021-11,2346.5081852932676
2021-12,2454.736191451165
2022-01,2263.9906050245813
2022-02,2168.2922444290543
2022-03,2191.9442550467757
2022-04,2044.0074882549702
2022-05,2069.8864573663573
2022-06,1755.4898052472988
2022-07,1848.461327157355
2022-08,1707.9816948813454
2022-09,1493.7865928402798
2022-10,1624.5218238407829
2022-11,1795.7559513162757
2022-12,1830.9840877498193
2023-01,2019.4976064457255
2023-02,2040.0978216649023
2023-03,2014.7050456465704
2023-04,2072.152467235498
2023-05,1945.1528643967868
2023-06,2030.020091403356
2023-07,2104.624296900531
