Date,AC FAR EAST SMALL CAP
2018-06,1664.291327490721
2018-07,1653.4921578038936
2018-08,1639.388307642701
2018-09,1646.4275588552714
2018-10,1463.7372632844988
2018-11,1520.7187564682029
2018-12,1426.802666232932
2019-01,1509.4369083471252
2019-02,1537.9001957074966
2019-03,1543.5802414222799
2019-04,1554.4481485239662
2019-05,1470.4642805834694
2019-06,1519.7340697775016
2019-07,1522.1770002330657
2019-08,1486.9954978777766
2019-09,1530.7557415220613
2019-10,1604.0254782498073
2019-11,1604.928716798024
2019-12,1655.2695252459425
2020-01,1579.3095403961122
2020-02,1440.6247609441375
2020-03,1297.1256285942154
2020-04,1415.1545689563889
2020-05,1494.6381248942073
2020-06,1532.524676345958
2020-07,1565.5124174191053
2020-08,1667.4008172948681
2020-09,1694.54843365435
2020-10,1672.3030987044738
2020-11,1819.3326672046064
2020-12,1914.0185625454333
2021-01,1913.1570409861458
2021-02,1973.602398529298
2021-03,2022.0354187481087
2021-04,2074.481846016382
2021-05,2061.4110367953094
2021-06,2094.2722023568563
2021-07,2060.7519497326734
2021-08,2097.7917047902856
2021-09,2079.4215888647486
2021-10,2056.6391543036057
2021-11,1968.8245551437162
2021-12,2016.8913649779417
2022-01,1887.0380035019803
2022-02,1907.9098695545906
2022-03,1875.7946049668826
2022-04,1748.8503558861014
2022-05,1759.3007679278758
2022-06,1636.5756453861188
2022-07,1681.6493320762393
2022-08,1669.5474249054946
2022-09,1495.3576433523042
2022-10,1469.5550506179068
2022-11,1649.0548193035675
2022-12,1682.039967416649
2023-01,1787.1329856186137
2023-02,1734.8401332137335
2023-03,1779.9329422644644
2023-04,1773.105802791253
2023-05,1748.8437740660463
2023-06,1789.8820440195514
2023-07,1879.9690160042344
