Date,EFM EMEA SMALL CAP
2010-11,1000.0
2010-12,1076.2379157727376
2011-01,1023.8483202781872
2011-02,1019.7447011860276
2011-03,1047.9293465718686
2011-04,1111.504027443542
2011-05,1051.9039066979153
2011-06,1042.2436339386834
2011-07,1025.82046563893
2011-08,928.0069246239366
2011-09,811.4847508921865
2011-10,860.3574345580871
2011-11,820.4208628466421
2011-12,805.4902250838882
2012-01,875.5173918814571
2012-02,948.2298599033228
2012-03,942.1690974925472
2012-04,954.8534889353065
2012-05,846.9562040338378
2012-06,893.8857301739048
2012-07,910.3728752262896
2012-08,919.197028598763
2012-09,960.1150142495054
2012-10,943.3945335299363
2012-11,941.9433813215275
2012-12,1007.2980094570531
2013-01,1017.0722562326148
2013-02,1011.1842688030381
2013-03,1017.917569476678
2013-04,1037.6373320107218
2013-05,1009.2629679126512
2013-06,977.8102375381444
2013-07,1010.1560381334557
2013-08,963.0850276074092
2013-09,1029.684718152992
2013-10,1091.149509564408
2013-11,1084.5164326374565
2013-12,1066.0517760913954
2014-01,1017.9861876967951
2014-02,1074.9231426919882
2014-03,1092.6133685184386
2014-04,1131.654885465931
2014-05,1147.086475902479
2014-06,1144.793130959767
2014-07,1153.2119448571107
2014-08,1172.3169480895733
2014-09,1118.4971480501406
2014-10,1107.1112927837826
2014-11,1106.1736657157937
2014-12,1032.4937615959293
2015-01,1049.6101330715394
2015-02,1068.0407134524469
2015-03,1004.6237450170306
2015-04,1058.5051695885024
2015-05,1028.5419783322438
2015-06,1001.9252438385422
2015-07,978.1317954698494
2015-08,908.4354066521456
2015-09,875.983078682451
2015-10,905.2324471946531
2015-11,839.6965345686596
2015-12,813.7432262679002
2016-01,764.5481914401885
2016-02,809.6650636410694
2016-03,912.8938153595208
2016-04,957.9380435724511
2016-05,886.5307687395713
2016-06,907.8974851275336
2016-07,964.0391175729612
2016-08,950.5776936183873
2016-09,993.028924681045
2016-10,999.1253712682474
2016-11,961.0946018007314
2016-12,1010.561252989068
2017-01,1062.0952597410949
2017-02,1087.9653202849681
2017-03,1075.414698419128
2017-04,1084.320262
2017-05,1091.369184
2017-06,1099.359334
2017-07,1135.316962
2017-08,1157.653752
2017-09,1122.868735
2017-10,1113.822501
2017-11,1110.363071
2017-12,1203.930681
2018-01,1273.363212
2018-02,1260.661801
2018-03,1231.9657238957273
2018-04,1198.1916493132576
2018-05,1114.920165964085
2018-06,1055.0331727014395
2018-07,1076.419366494944
2018-08,996.7240772751144
2018-09,994.8784643915699
2018-10,939.3092494959019
2018-11,968.1885793693795
2018-12,942.596261
2019-01,1012.783668258961
2019-02,1010.6852716083635
2019-03,977.4886021294961
2019-04,998.1233317262222
2019-05,969.6544587522573
2019-06,1021.5654451417627
2019-07,1032.4580821445013
2019-08,990.3723656720484
2019-09,1001.4037710307208
2019-10,1027.6472311624823
2019-11,1049.2434301724697
2019-12,1103.443911821957
2020-01,1079.1227054171093
2020-02,953.1936090549659
2020-03,727.6369728922167
2020-04,808.0305041256433
2020-05,819.9183059428128
2020-06,882.7931253802374
2020-07,922.2048499101554
2020-08,941.1568797578997
2020-09,953.3832632997008
2020-10,913.520477832226
2020-11,1056.75328927089
2020-12,1148.5309801241394
2021-01,1183.6621788386797
2021-02,1213.584986701626
2021-03,1239.8117127301907
2021-04,1314.5715636373395
2021-05,1379.8139737982399
2021-06,1362.1925339755792
2021-07,1367.2561841898591
2021-08,1422.3517347777617
2021-09,1378.4616600090067
2021-10,1409.1250706529795
2021-11,1318.9164075936933
2021-12,1367.3049951633968
2022-01,1397.4511333861476
2022-02,1326.603322361213
2022-03,1365.6656843489345
2022-04,1347.828063563371
2022-05,1309.5688383796519
2022-06,1204.6143988947708
2022-07,1241.3525058745702
2022-08,1257.7628006155123
2022-09,1175.1345366524508
2022-10,1221.939669006718
2022-11,1299.5114494117306
2022-12,1310.5396170756703
2023-01,1325.9167868930435
2023-02,1316.7155007089561
2023-03,1300.201742615719
2023-04,1340.1055180675162
2023-05,1310.4047175232033
2023-06,1370.7131565536422
2023-07,1477.4509867592662
