Date,EM ASIA SMALL CAP
1994-05,1044.9076070094195
1994-06,1039.7927788800105
1994-07,1070.4163344168192
1994-08,1202.9596173660264
1994-09,1249.4832180748924
1994-10,1225.3103955299432
1994-11,1132.4841944410236
1994-12,1100.1198030566218
1995-01,961.542191038936
1995-02,1015.4245075479487
1995-03,986.9230569532231
1995-04,933.187640766429
1995-05,993.3761414262689
1995-06,1003.4516776326622
1995-07,1043.0945940669121
1995-08,1001.5859424103887
1995-09,970.3286296978282
1995-10,907.1721916877723
1995-11,864.7466256116057
1995-12,895.1539835928119
1996-01,943.9112925482295
1996-02,966.2047514743336
1996-03,998.8844523688207
1996-04,1102.1788410370787
1996-05,1049.216278154761
1996-06,1049.1050329854043
1996-07,978.9739476661797
1996-08,1008.4853439575256
1996-09,1024.6031917900102
1996-10,1005.089567625958
1996-11,1002.4428196302151
1996-12,983.4330021462395
1997-01,1045.5279940883804
1997-02,1129.1227470805359
1997-03,1100.1671332143064
1997-04,1028.125267939445
1997-05,995.7904062788875
1997-06,996.1238819879735
1997-07,961.3756003625183
1997-08,780.5081763905612
1997-09,726.6730276546236
1997-10,574.349609929129
1997-11,467.9599090444991
1997-12,398.78481476107885
1998-01,371.484308487619
1998-02,474.12100719499756
1998-03,486.761574439152
1998-04,436.47179749225506
1998-05,381.8257690651911
1998-06,322.15413746650387
1998-07,324.60313710274704
1998-08,279.4213571278545
1998-09,293.5999530455093
1998-10,331.4601054715487
1998-11,385.8364616037365
1998-12,407.02133050586605
1999-01,405.4409198129714
1999-02,382.4356896188627
1999-03,427.45041788359333
1999-04,506.88974700833694
1999-05,508.7685280768794
1999-06,564.8063454790793
1999-07,553.880249967551
1999-08,557.053149096346
1999-09,511.4650294998898
1999-10,515.8693218615674
1999-11,528.4968982320896
1999-12,546.5866662263882
2000-01,573.9952746486989
2000-02,551.6550513823086
2000-03,545.9059958244238
2000-04,481.5053159993375
2000-05,441.30482681030605
2000-06,425.5535822317643
2000-07,406.2712116191644
2000-08,394.49104038006163
2000-09,345.0182379163693
2000-10,306.04779003958174
2000-11,295.5589063686777
2000-12,278.3767620022773
2001-01,323.5122627195957
2001-02,325.02442964232125
2001-03,301.1196046460963
2001-04,296.18427900375065
2001-05,305.55129644559617
2001-06,296.5183317143861
2001-07,276.9774110620354
