Date,EAFE ex UK SMALL CAP
2014-10,310.4412976651197
2014-11,311.4622187161843
2014-12,307.9124959881945
2015-01,311.0422703296585
2015-02,328.2811591126584
2015-03,328.60490343069097
2015-04,342.17853831522876
2015-05,342.63032253342317
2015-06,337.109814985495
2015-07,340.1436985847129
2015-08,324.8082580090621
2015-09,314.2929690143424
2015-10,334.4868757571355
2015-11,335.3879814202117
2015-12,339.51255842230455
2016-01,314.4397063389493
2016-02,314.8083179242704
2016-03,341.06036180894756
2016-04,349.92708620852716
2016-05,350.1622172239174
2016-06,339.23699021038374
2016-07,360.3462497358813
2016-08,356.54068799819885
2016-09,368.96191001800037
2016-10,362.2473599143814
2016-11,348.47609577907457
2016-12,359.0458277635058
2017-01,372.7288296306318
2017-02,381.07433995397423
2017-03,389.33158434987376
2017-04,403.168562
2017-05,419.983559
2017-06,422.284038
2017-07,436.968367
2017-08,442.512925
2017-09,453.193212
2017-10,460.756489
2017-11,469.328476
2017-12,480.161747
2018-01,506.433648
2018-02,491.301974
2018-03,483.710959
2018-04,488.3120352837292
2018-05,483.40552732205515
2018-06,472.9398217029908
2018-07,477.1681722840539
2018-08,474.1301332613415
2018-09,472.39565891609544
2018-10,426.619898055788
2018-11,426.6699476228098
2018-12,398.24626539115275
2019-01,427.64553702957267
2019-02,435.6774295666776
2019-03,437.560815834528
2019-04,449.23345478839246
2019-05,427.7414568385145
2019-06,448.0842399752858
2019-07,447.2525739439299
2019-08,436.4055516479007
2019-09,447.10598841449945
2019-10,465.8302029449703
2019-11,474.3875883810793
2019-12,491.3499472342341
2020-01,478.24439978625213
2020-02,432.9977725684442
2020-03,366.2884855084477
2020-04,403.2380570180289
2020-05,436.0047326870659
2020-06,443.4853370473142
2020-07,457.4845509454779
2020-08,491.4619425765869
2020-09,492.755191
2020-10,473.66583308102713
2020-11,535.627388757774
2020-12,569.2351216895927
2021-01,567.6459078180882
2021-02,578.8840993314659
2021-03,592.3984488071551
2021-04,613.7056992677601
2021-05,624.9029846147143
2021-06,619.0505989711713
2021-07,627.8927818449561
2021-08,644.1234936859302
2021-09,625.7859472427043
2021-10,635.9718259118632
2021-11,601.6753441243974
2021-12,624.8462251934782
2022-01,580.6301249501471
2022-02,576.624665872898
2022-03,580.1821206037112
2022-04,540.4159296546795
2022-05,537.595890662931
2022-06,480.30784533402203
2022-07,510.37049315104827
2022-08,493.7632165909724
2022-09,439.7185649161339
2022-10,455.7966195359356
2022-11,499.99167353580765
2022-12,507.0874148582606
2023-01,543.8166661037966
2023-02,530.7146486421667
2023-03,533.0676267841807
2023-04,541.0395312929749
2023-05,520.0516691818315
2023-06,536.8050831902952
2023-07,559.1582646039171
