Date,EAFE ex UK SMALL CAP
2000-12,100.0
2001-01,102.55168500335334
2001-02,100.8424090325445
2001-03,93.4237548633266
2001-04,101.36065512244495
2001-05,100.61408416128094
2001-06,97.89071830830518
2001-07,93.68820593700731
2001-08,94.07610816546527
2001-09,82.94114547814361
2001-10,86.96276419691544
2001-11,89.29119793436954
2001-12,85.9195089857706
2002-01,84.50384703958211
2002-02,86.23842073799365
2002-03,91.81547118536848
2002-04,95.17471222833107
2002-05,100.72309296464306
2002-06,97.47268167029159
2002-07,90.5896281889022
2002-08,89.07859238280821
2002-09,82.01633441459462
2002-10,80.78815047661482
2002-11,83.27532871954405
2002-12,81.89639827341074
2003-01,81.70963304223307
2003-02,81.37308717612613
2003-03,80.9011294994775
2003-04,88.02632375632548
2003-05,94.65132569345711
2003-06,100.1757527322462
2003-07,102.5898444772994
2003-08,109.79742637618688
2003-09,117.21040421843442
2003-10,126.54420964952016
2003-11,125.6974486743592
2003-12,133.49657814857247
2004-01,139.3010733005185
2004-02,142.06466692013348
2004-03,149.44525114843117
2004-04,145.1222654346392
2004-05,142.3856004375093
2004-06,150.69532945012335
2004-07,143.9074982296033
2004-08,145.57664178213528
2004-09,148.80070078893914
2004-10,154.384774
2004-11,166.6569410373889
2004-12,174.7078473555652
2005-01,178.06122827648724
2005-02,185.8651231580052
2005-03,182.8006204898883
2005-04,179.4634224159406
2005-05,179.9180623785396
2005-06,185.20353211198088
2005-07,194.11712381336528
2005-08,199.10042832530524
2005-09,208.71218089756854
2005-10,201.82618596471875
2005-11,207.73991000637136
2005-12,225.68071069621053
2006-01,240.61939462934086
2006-02,236.61248615434118
2006-03,249.26132471483592
2006-04,259.8322513159602
2006-05,243.56956968064864
2006-06,237.64088365807527
2006-07,230.2602215627956
2006-08,236.33494385586582
2006-09,236.00690619012408
2006-10,243.55711391473446
2006-11,252.80510795974217
2006-12,260.4829669548281
2007-01,267.32520953151896
2007-02,272.6105115863146
2007-03,280.9829330325864
2007-04,290.85440324463156
2007-05,293.1517347993974
2007-06,294.20556529734233
2007-07,293.2077460976032
2007-08,277.2657003851327
2007-09,284.2070837744577
2007-10,299.46204089300574
2007-11,280.4816325370826
2007-12,271.8138507135165
2008-01,244.22584468793661
2008-02,255.13088347155846
2008-03,255.01372901762335
2008-04,261.4944117490769
2008-05,266.8586980676972
2008-06,244.16414465439456
2008-07,232.6863247467832
2008-08,223.06938512004314
2008-09,185.6250746890602
2008-10,143.43983270592582
2008-11,138.70976606616202
2008-12,151.04765712986452
2009-01,139.65612247306132
2009-02,125.0126707646413
2009-03,133.4350283635585
2009-04,151.74005568464835
2009-05,174.82981424826932
2009-06,178.84919936195035
2009-07,191.80716968257622
2009-08,206.56772779922179
2009-09,218.34965869144904
2009-10,213.4556964532176
2009-11,214.05178991406655
2009-12,214.75420082574797
2010-01,212.35980842010738
2010-02,211.1442323943451
2010-03,225.87377031077438
2010-04,228.4928561466404
2010-05,199.99445798056846
2010-06,198.77346428337717
2010-07,214.19395089598626
2010-08,207.92023994722157
2010-09,231.89120305568224
2010-10,240.62094939407046
2010-11,232.40706492310014
2010-12,260.19231597706306
2011-01,262.1530891590046
2011-02,267.8664436194391
2011-03,268.8423508484239
2011-04,280.54220300195954
2011-05,272.7254271428998
2011-06,269.53134713100536
2011-07,266.1961446453608
2011-08,245.74601573458395
2011-09,220.49125514809222
2011-10,234.2979538568138
2011-11,220.72600786854707
2011-12,217.3395982140676
2012-01,234.3124183713893
2012-02,246.453488072346
2012-03,246.63665170751977
2012-04,244.15426206222912
2012-05,216.10505806308507
2012-06,224.53062027326135
2012-07,224.5046798165128
2012-08,228.91488320143193
2012-09,239.30678625641065
2012-10,240.52906426319
2012-11,243.47933095590173
2012-12,253.25986180590715
2013-01,268.4307397085731
2013-02,271.85165787292595
2013-03,276.5682164515095
2013-04,287.58133006402954
2013-05,278.2172554792929
2013-06,268.1324950044939
2013-07,282.76027783537137
2013-08,281.46958083279526
2013-09,307.99606183345105
2013-10,316.9493336108816
2013-11,316.5955400297458
2013-12,321.72052433829333
2014-01,317.4103406474301
2014-02,330.9441307279872
2014-03,332.6990399963522
2014-04,331.8199484269999
2014-05,338.00798380879246
2014-06,344.8862711350054
2014-07,337.2970514865185
2014-08,335.56966659574493
2014-09,317.9059953686169
