Date,EUROPE & MIDDLE EAST SMALL CAP
2010-05,1035.351482332813
2010-06,1027.2568819463536
2010-07,1149.554423332496
2010-08,1104.6316984189968
2010-09,1257.137802961647
2010-10,1328.5987139700774
2010-11,1244.1485447622151
2010-12,1402.6389070068287
2011-01,1426.0194476369807
2011-02,1454.450920589072
2011-03,1479.1504976640806
2011-04,1592.8220150998752
2011-05,1547.0728994642632
2011-06,1496.7298092426665
2011-07,1438.0258120435064
2011-08,1287.32791951503
2011-09,1116.4775136484964
2011-10,1238.8823784063877
2011-11,1160.2391582772168
2011-12,1121.1435582961515
2012-01,1232.901196742826
2012-02,1332.4340052448936
2012-03,1329.6006294893548
2012-04,1326.861744677034
2012-05,1154.2368994079068
2012-06,1208.979801713334
2012-07,1216.2994443092857
2012-08,1273.7278868852452
2012-09,1343.6530892396174
2012-10,1370.3913280822394
2012-11,1385.0573784993553
2012-12,1455.0468812055683
2013-01,1540.718771529202
2013-02,1542.0593213251962
2013-03,1535.332819410524
2013-04,1587.9946527977845
2013-05,1620.0741613067771
2013-06,1554.8460309737814
2013-07,1691.9315828603076
2013-08,1697.8361416018777
2013-09,1836.1647950194883
2013-10,1927.5303319088107
2013-11,1966.6676423187253
2013-12,2035.043039716333
2014-01,2006.7721826721863
2014-02,2188.6754950628224
2014-03,2160.239328087428
2014-04,2146.767218497134
2014-05,2165.790732159718
2014-06,2151.7882660176424
2014-07,2051.4640456250677
2014-08,2048.880428424326
2014-09,1934.9659363509213
2014-10,1889.58028536046
2014-11,1922.3571681161616
2014-12,1905.687661096345
2015-01,1887.850494466522
2015-02,2044.8827040746287
2015-03,1997.9982431668686
2015-04,2114.379699258534
2015-05,2144.5258101183413
2015-06,2116.039217639553
2015-07,2171.171842712954
2015-08,2085.742538158286
2015-09,2013.1531033133108
2015-10,2118.8152777681844
2015-11,2109.6255867953732
2015-12,2120.4397242759956
2016-01,1940.7443855720308
2016-02,1938.491144347594
2016-03,2099.655474549028
2016-04,2129.5393335613694
2016-05,2158.504520055466
2016-06,1965.7850393928713
2016-07,2089.8447211688213
2016-08,2114.374365443634
2016-09,2153.5950246117222
2016-10,2048.6656581287198
2016-11,2009.2599275764449
2016-12,2093.4762577832803
2017-01,2166.049304297628
2017-02,2201.8434199658855
2017-03,2276.2096798845496
2017-04,2429.873704
2017-05,2537.740191
2017-06,2511.791682
2017-07,2621.16211
2017-08,2627.639427
2017-09,2731.013641
2017-10,2749.078108
2017-11,2763.859933
2017-12,2848.113773
2018-01,3011.232636
2018-02,2865.242105
2018-03,2839.954371
2018-04,2905.3448872370586
2018-05,2861.7174636441473
2018-06,2830.359781915701
2018-07,2874.9958487519884
2018-08,2854.4121332051195
2018-09,2799.228951131683
2018-10,2525.621081535073
2018-11,2442.977459093031
2018-12,2308.1932438944864
2019-01,2525.154704685589
2019-02,2593.0258862998185
2019-03,2592.1904117532104
2019-04,2711.6418207621964
2019-05,2546.870094843599
2019-06,2679.2750180293033
2019-07,2621.049886660583
2019-08,2550.19195448753
2019-09,2616.5811816824
2019-10,2741.224004020897
2019-11,2835.5778245044203
2019-12,3004.783731750897
2020-01,2918.6323537312087
2020-02,2663.2310916547963
2020-03,2094.862789917758
2020-04,2332.3444068710824
2020-05,2486.7656868919494
2020-06,2537.0485060909264
2020-07,2701.868484052004
2020-08,2890.5000464696645
2020-09,2814.467399
2020-10,2681.7922513694243
2020-11,3168.0397231889324
2020-12,3432.0148039743453
2021-01,3422.7155482306703
2021-02,3548.464811692344
2021-03,3614.078008470268
2021-04,3843.4685719386375
2021-05,3987.9824314001253
2021-06,3858.933529633287
2021-07,3993.90857507111
2021-08,4113.860818646363
2021-09,3874.7937205884737
2021-10,4013.331547224783
2021-11,3794.3362203411193
2021-12,4001.6338472513244
2022-01,3690.7419750371046
2022-02,3559.176664173366
2022-03,3557.315422021258
2022-04,3316.7933377089594
2022-05,3300.6934109404215
2022-06,2851.009426373047
2022-07,3058.298976551671
2022-08,2833.8543359675227
2022-09,2454.440904402943
2022-10,2641.3635773614556
2022-11,2909.785948221657
2022-12,2925.1312410430874
2023-01,3190.561668398414
2023-02,3182.507951158765
2023-03,3130.6362765397726
2023-04,3230.5317514676362
2023-05,3054.6407674962666
2023-06,3154.0550844177774
2023-07,3300.666236104102
