Date,EUROPE SMALL CAP
2008-11,133.72003674274498
2008-12,140.82331330421093
2009-01,131.8690392223017
2009-02,122.64852215575831
2009-03,131.39439887360186
2009-04,159.92745483229658
2009-05,181.6404966196172
2009-06,180.67546792273055
2009-07,197.07567016553548
2009-08,216.88144083438598
2009-09,232.10869634066574
2009-10,228.02456783004186
2009-11,230.31577528869343
2009-12,232.94387336735835
2010-01,230.5455167389734
2010-02,222.68372164986954
2010-03,241.3887601582155
2010-04,243.99197447481217
2010-05,209.5372731666077
2010-06,207.9787864302649
2010-07,232.96316532488265
2010-08,223.68093543144815
2010-09,254.59963603361606
2010-10,269.00316798305624
2010-11,251.80791243193457
2010-12,283.9214779779565
2011-01,289.04767742659664
2011-02,294.89335047061843
2011-03,299.7309715190487
2011-04,323.08448323492576
2011-05,314.06082010963934
2011-06,303.91177058163413
2011-07,291.81458761158444
2011-08,261.63644301511795
2011-09,226.69352178766417
2011-10,251.51306625005492
2011-11,235.61817862819143
2011-12,227.70659988084208
2012-01,250.51572411523267
2012-02,271.26666389560677
2012-03,270.3983938088146
2012-04,269.5962178353265
2012-05,234.40639303860962
2012-06,245.96337607434128
2012-07,247.3050491074788
2012-08,259.04071600206123
2012-09,272.9537828965659
2012-10,278.04524164682255
2012-11,280.6636445856784
2012-12,294.94485111957357
2013-01,312.5989193028477
2013-02,312.679070605166
2013-03,311.0772611986977
2013-04,321.750410658251
2013-05,328.3161778350454
2013-06,314.9548525128469
2013-07,342.7043114224765
2013-08,344.1367550756897
2013-09,372.1932341611835
2013-10,391.0003896666424
2013-11,398.9078514776142
2013-12,412.79905472884633
2014-01,407.2907628127661
2014-02,444.4650872821451
2014-03,438.51422781686637
2014-04,435.85300683315785
2014-05,439.7889648650182
2014-06,436.90253005480423
2014-07,416.27800725994126
2014-08,415.9287331540844
2014-09,392.45177635592614
2014-10,383.6135797359217
2014-11,390.5587315731782
2014-12,387.27941667768084
2015-01,383.6984520708469
2015-02,415.7366840783174
2015-03,405.79516630406675
2015-04,429.47222379039385
2015-05,435.9068403557945
2015-06,429.9288002430681
2015-07,440.94183568575556
2015-08,423.8090139069779
2015-09,409.0273148618429
2015-10,430.48684324366224
2015-11,428.5233904180074
2015-12,430.9503073543272
2016-01,394.13388936346735
2016-02,393.60876951071776
2016-03,426.4758026247037
2016-04,432.3669357275721
2016-05,438.43030123894806
2016-06,398.6558667805961
2016-07,423.6292769943337
2016-08,428.3906033590023
2016-09,436.59446545342854
2016-10,414.985446766078
2016-11,406.28890980118246
2016-12,423.7071778548512
2017-01,438.0660370258959
2017-02,444.75339062856256
2017-03,459.7814609931453
2017-04,491.227922
2017-05,513.153023
2017-06,507.940969
2017-07,530.771822
2017-08,532.005451
2017-09,552.996727
2017-10,556.304006
2017-11,558.91599
2017-12,576.544554
2018-01,609.787034
2018-02,579.854368
2018-03,574.947647
2018-04,588.8051109403182
2018-05,579.11661276536
2018-06,573.1017618742729
2018-07,582.1174395690017
2018-08,575.7906510896013
2018-09,564.0702803165296
2018-10,508.5208380081983
2018-11,490.8059073845215
2018-12,463.7730097723695
2019-01,507.412295145993
2019-02,520.5815222939509
2019-03,520.5323018402398
2019-04,544.1301506751828
2019-05,510.11423874945706
2019-06,536.8042555232663
2019-07,524.1115735478926
2019-08,509.6511316465977
2019-09,522.4422650624639
2019-10,548.0474437009997
2019-11,566.5526053735331
2019-12,601.2875581215935
2020-01,583.4614699335172
2020-02,531.814232644343
2020-03,418.3188469829441
2020-04,465.4236338160944
2020-05,497.4673127728605
2020-06,509.18594755407446
2020-07,542.1387087275726
2020-08,579.6855693401595
2020-09,565.029643
2020-10,536.7549445177082
2020-11,634.7281499527371
2020-12,688.0648225477493
2021-01,686.0381451861282
2021-02,711.9565609753813
2021-03,725.1895545785354
2021-04,771.0551893787648
2021-05,800.1799145232616
2021-06,772.1448768391043
2021-07,800.6792574905496
2021-08,824.8161815029405
2021-09,773.9029553583551
2021-10,800.2781319242811
2021-11,753.6659057560698
2021-12,794.8316666188108
2022-01,730.6391259410511
2022-02,703.3440887462272
2022-03,702.0723093408939
2022-04,653.8557728182384
2022-05,653.8465977163132
2022-06,563.1694866835046
2022-07,603.4256163849477
2022-08,553.9883118333029
2022-09,480.7846183262231
2022-10,519.1590575616215
2022-11,575.1553119076265
2022-12,581.239761953328
2023-01,635.6006423238463
2023-02,637.8278354444999
2023-03,627.0008657881868
2023-04,648.2089323475374
2023-05,611.1533635013042
2023-06,630.8893259657026
2023-07,659.1181199244401
