Date,ACWI ex CANADA SMALL CAP
1994-05,541.613063256797
1994-06,549.0723606255707
1994-07,552.6678091247195
1994-08,567.6503078076229
1994-09,559.8727929340525
1994-10,564.5189299009727
1994-11,533.3706060686375
1994-12,541.5396117528777
1995-01,527.3003753241654
1995-02,528.0495048935304
1995-03,544.7162435158813
1995-04,553.3165460251133
1995-05,550.2852162890968
1995-06,555.8367390991117
1995-07,585.4283473092592
1995-08,580.8837590271971
1995-09,586.2897844242067
1995-10,566.3231731795474
1995-11,577.2659050001748
1995-12,596.3216012787262
1996-01,603.3663286364233
1996-02,615.0942056279965
1996-03,627.1903264080155
1996-04,661.8864077994796
1996-05,666.9662130705481
1996-06,658.9910209561245
1996-07,620.3418916437772
1996-08,634.1039177438929
1996-09,643.6683355855137
1996-10,634.5302380711788
1996-11,645.449584960585
1996-12,641.0183642953746
1997-01,642.0250743605607
1997-02,641.0647756989046
1997-03,621.1260052985797
1997-04,610.4536651957906
1997-05,660.6801653727514
1997-06,684.1961162337051
1997-07,689.1133244859861
1997-08,676.3681292019713
1997-09,697.9096467882995
1997-10,664.793838620567
1997-11,639.1038536788562
1997-12,629.5407015039717
1998-01,637.4905675339112
1998-02,687.6838101364192
1998-03,715.3830827745016
1998-04,721.8842499654351
1998-05,701.7911510409986
1998-06,685.765931571142
1998-07,659.16717868515
1998-08,553.2002791958436
1998-09,561.8065082262507
1998-10,592.045859758704
1998-11,624.6379066248031
1998-12,648.3685607562325
1999-01,651.995917440772
1999-02,625.1849680002047
1999-03,648.5614874324458
1999-04,698.0774464845982
1999-05,694.9593475562438
1999-06,740.2935809898001
1999-07,749.4573999504692
1999-08,751.5173551253963
1999-09,755.9295426331162
1999-10,760.3743551623733
1999-11,792.1031655422747
1999-12,841.9099494395779
2000-01,840.0282600229999
2000-02,905.8120096984552
2000-03,903.1565736353175
2000-04,826.8259620564768
2000-05,801.8601694531135
2000-06,860.9083023332131
2000-07,824.2806794219891
2000-08,863.4814438248397
2000-09,825.8274992208546
2000-10,773.3722492883069
2000-11,722.1199193630916
2000-12,753.5333084994031
2001-01,787.5526869624767
2001-02,743.378466743043
2001-03,691.7182199783122
2001-04,738.8020625305472
2001-05,753.183011047686
2001-06,747.7085021156311
2001-07,717.8381426646035
2001-08,708.4787039899845
2001-09,617.4792220997173
2001-10,649.541356316823
2001-11,686.4587479218847
2001-12,706.2606576432415
2002-01,699.3318390479254
2002-02,695.6526397662875
2002-03,743.3968797682633
2002-04,755.7095197490098
2002-05,755.6699122396276
2002-06,713.3117753228812
2002-07,643.0735499395084
2002-08,642.0629058016417
2002-09,588.5396187484125
2002-10,603.3184145722996
2002-11,642.3641042308913
2002-12,622.7926162427754
2003-01,610.7547489342369
2003-02,599.1174720645201
2003-03,600.9311856195023
2003-04,656.5835197931468
2003-05,718.1592890133677
2003-06,738.6163091965815
2003-07,769.3116474738373
2003-08,806.3466657580802
2003-09,818.3927080124561
2003-10,881.4946094897667
2003-11,901.7895399723469
2003-12,939.6636212113143
2004-01,975.7112291867736
2004-02,1000.0
2004-03,1021.5155059116926
2004-04,981.1079999431612
2004-05,985.4433075302758
2004-06,1023.576287376434
2004-07,974.9418098041157
2004-08,978.5598238251064
2004-09,1013.5014499629197
2004-10,1038.8169527687573
2004-11,1118.7911208530604
2004-12,1169.752253752701
2005-01,1159.5810832939458
2005-02,1199.9897939393163
2005-03,1172.0182342272515
2005-04,1131.9924285810055
2005-05,1169.2731890740595
2005-06,1203.5851805246357
2005-07,1262.728360885429
2005-08,1267.9893814588393
2005-09,1297.0688176779847
2005-10,1254.5293798445057
2005-11,1309.5748122407092
2005-12,1353.5208610623422
2006-01,1452.0182234097
2006-02,1449.1076315266869
2006-03,1507.5757090798584
2006-04,1548.7597933025854
2006-05,1470.251120587029
2006-06,1453.328914525179
2006-07,1424.5630164982165
2006-08,1461.5363526362403
2006-09,1477.7258660524424
2006-10,1544.0268923848841
2006-11,1610.9682242647268
2006-12,1642.8424614034573
2007-01,1676.9912341199113
2007-02,1694.0309011880988
2007-03,1738.2948289730427
2007-04,1802.5293417501612
2007-05,1864.1708212198687
2007-06,1851.3140940808596
2007-07,1809.4578189313668
2007-08,1779.3892879726402
2007-09,1830.269856353346
2007-10,1906.9411058437868
2007-11,1777.7993136402927
2007-12,1749.678869304723
2008-01,1604.1924536294946
2008-02,1618.5910129830868
2008-03,1598.6884767385661
2008-04,1668.3215881984784
2008-05,1718.1986527331371
2008-06,1568.6996237166345
2008-07,1545.7989829327132
2008-08,1534.596356733135
2008-09,1325.1702470181708
2008-10,1021.3012766087152
2008-11,937.2947242662461
2008-12,1000.5174231472818
2009-01,922.7599287247427
2009-02,832.1157979427585
2009-03,907.209812217005
2009-04,1063.7858316236045
2009-05,1170.2714116430902
2009-06,1185.1000151336402
2009-07,1293.6571081359032
2009-08,1365.568249478918
2009-09,1446.7735809367944
2009-10,1395.534909236819
2009-11,1429.648440900707
2009-12,1498.3596699622929
2010-01,1461.0744978500131
2010-02,1488.5631804164216
2010-03,1605.6192659685958
2010-04,1664.93513681706
2010-05,1503.2751749198299
2010-06,1445.3594743685712
2010-07,1556.5699392864012
2010-08,1492.258235612819
2010-09,1666.1877758033777
2010-10,1731.1737481980683
2010-11,1730.5037040006353
2010-12,1885.7031991203064
2011-01,1895.1437626102481
2011-02,1950.9415858741115
2011-03,1983.705360332972
2011-04,2061.882390274787
2011-05,2020.3280037499542
2011-06,1980.5957055321853
2011-07,1939.6044199528365
2011-08,1770.3126392086565
2011-09,1569.5311452347398
2011-10,1749.429742007652
2011-11,1696.2241566506445
2011-12,1682.9841791752938
2012-01,1815.7598660979213
2012-02,1908.7354467988346
2012-03,1924.9331649124267
2012-04,1909.2791889748737
2012-05,1742.527806974497
2012-06,1808.5850302489278
2012-07,1803.079555885481
2012-08,1859.974003901407
2012-09,1930.0527580152495
2012-10,1918.481518869912
2012-11,1943.2396420658279
2012-12,2011.476737911228
2013-01,2125.3809361286435
2013-02,2150.2293678129536
2013-03,2218.3457144029467
2013-04,2252.049198455074
2013-05,2275.55988118853
2013-06,2213.857591238429
2013-07,2341.3683179983
2013-08,2292.691941736723
2013-09,2453.9992819672716
2013-10,2532.0843747949916
2013-11,2574.026295748443
2013-12,2627.92971111321
2014-01,2578.934803508928
2014-02,2710.7605207436195
2014-03,2705.2451179942086
2014-04,2660.1824288839703
2014-05,2697.6033925134248
2014-06,2792.7456652139795
2014-07,2695.158950835535
2014-08,2776.435646314913
2014-09,2632.0988893005224
2014-10,2676.993176867937
2014-11,2687.691066350729
2014-12,2697.3600171466123
2015-01,2666.531394453587
2015-02,2820.795154625724
2015-03,2831.422834363344
2015-04,2874.0653977658953
2015-05,2918.864172755999
2015-06,2883.6127268725822
2015-07,2857.3082333063444
2015-08,2693.3419682253125
2015-09,2592.693143262556
2015-10,2742.670695087358
2015-11,2767.167255049995
2015-12,2710.0688366828954
2016-01,2497.229380306713
2016-02,2506.5109701352735
2016-03,2720.687889264579
2016-04,2773.850516255164
2016-05,2799.4288170697937
2016-06,2755.1081163847584
2016-07,2905.164709707626
2016-08,2919.5383674436753
2016-09,2964.1676817459543
2016-10,2863.550765595885
2016-11,2958.481929869883
2016-12,3022.8116505794474
2017-01,3098.297466023081
2017-02,3178.869050129838
2017-03,3210.4133421141514
2017-04,3279.339217
2017-05,3303.84971
2017-06,3351.118942
2017-07,3432.737089
2017-08,3438.222849
2017-09,3562.504417
2017-10,3626.757973
2017-11,3708.484179
2017-12,3770.137997
2018-01,3919.022746
2018-02,3767.493533
2018-03,3766.551131
2018-04,3794.7617953027066
2018-05,3877.4839989665657
2018-06,3839.5194941259065
