Date,FAR EAST SMALL CAP
2000-12,100.0
2001-01,99.66352579363264
2001-02,101.65124103233714
2001-03,96.6487579413025
2001-04,108.80565441805203
2001-05,108.44372881498197
2001-06,106.2679810562173
2001-07,97.62764176409794
2001-08,98.1879567056278
2001-09,89.084021668524
2001-10,91.30801324481284
2001-11,88.87397153702979
2001-12,80.0476712011614
2002-01,76.00167168130352
2002-02,79.2429155991494
2002-03,84.52487998189855
2002-04,89.78100737184454
2002-05,97.90394297616923
2002-06,93.877535350371
2002-07,90.49593569618611
2002-08,88.22260926929796
2002-09,84.12835519480839
2002-10,76.73013542168009
2002-11,77.63160533799345
2002-12,75.86906980360021
2003-01,75.6618770798375
2003-02,79.00036790987842
2003-03,77.65500465193811
2003-04,79.72551903927946
2003-05,84.04692290118597
2003-06,92.77422063626865
2003-07,94.54483650475774
2003-08,106.08582604517557
2003-09,114.06545798346802
2003-10,122.31470150370757
2003-11,114.66087148515932
2003-12,122.72398656843876
2004-01,128.4201205748503
2004-02,128.51713644388929
2004-03,148.35378300519537
2004-04,143.11562052582903
2004-05,136.8371759927176
2004-06,149.29561130731156
2004-07,139.18201468748805
2004-08,140.8604305669536
2004-09,138.01517267961842
2004-10,140.77526130037774
2004-11,147.9923240291648
2004-12,154.65083344530774
2005-01,159.27243274851753
2005-02,163.34034354801747
2005-03,162.52326044917336
2005-04,161.8669997071891
2005-05,159.86620435039706
2005-06,162.43073602851916
2005-07,167.20291409131727
2005-08,171.43124035308472
2005-09,181.23431765424388
2005-10,182.79015741631048
2005-11,190.72677172608067
2005-12,214.15634805598683
2006-01,221.87922341446068
2006-02,210.02593676678075
2006-03,219.62536500674045
2006-04,221.65000844155426
2006-05,203.96350373731238
2006-06,197.8642115548467
2006-07,186.4608782043839
2006-08,191.58533774566538
2006-09,188.89557137923896
2006-10,189.04741327151743
2006-11,189.59080911015226
2006-12,191.90040626116448
2007-01,197.31925404391595
2007-02,204.47124448245597
2007-03,204.44536442136766
2007-04,203.19376343226565
2007-05,201.00905275703624
2007-06,203.26100350417855
2007-07,203.86953533005698
2007-08,191.63367817161705
2007-09,192.612056365015
2007-10,199.89592282360718
2007-11,190.34951466280205
2007-12,181.23279470134426
2008-01,168.17986908883483
2008-02,170.81650088627651
2008-03,168.65028769498477
2008-04,172.1079427548047
2008-05,176.7731393592593
2008-06,165.07700442140185
