Date,FAR EAST SMALL CAP
2008-07,158.9568598463927
2008-08,150.43922744231298
2008-09,134.08714448003985
2008-10,116.201133709979
2008-11,120.05414303847053
2008-12,130.29089352867874
2009-01,123.7238705965573
2009-02,108.40090900021455
2009-03,112.28370719941034
2009-04,119.60406398551179
2009-05,137.60345244232437
2009-06,145.05608560065608
2009-07,151.19094120547382
2009-08,158.17667059589547
2009-09,158.9347242977383
2009-10,154.70560077238318
2009-11,150.54371277461507
2009-12,149.3826175099565
2010-01,151.36150209103832
2010-02,154.24258492751585
2010-03,162.07527334359455
2010-04,166.95273949246695
2010-05,154.58609981948067
2010-06,155.92847267733373
2010-07,159.49533267984418
2010-08,156.5290975553612
2010-09,164.98300289563053
2010-10,165.0006392425517
2010-11,167.85679085066897
2010-12,182.97867781866057
2011-01,184.66702601988385
2011-02,188.93436598332585
2011-03,180.35576373927998
2011-04,182.14962912441015
2011-05,179.64941852694795
2011-06,183.90505431685438
2011-07,190.33085166202125
2011-08,180.8188169126157
2011-09,174.87695914796345
2011-10,172.7147686902031
2011-11,166.7259139813382
2011-12,168.37170099950944
2012-01,176.6408845018166
2012-02,180.96013090640437
2012-03,184.40640026588716
2012-04,182.45952829542276
2012-05,167.21731902221717
2012-06,173.55440821885435
2012-07,172.39414883210608
2012-08,172.43476170031988
2012-09,178.33754187282352
2012-10,175.58836806335717
2012-11,177.65890758187123
2012-12,182.94957006073523
2013-01,190.4456856429305
2013-02,196.20102828015652
2013-03,209.6289980434471
2013-04,221.58954643959717
2013-05,206.78834793732923
2013-06,203.94530265146975
2013-07,207.08155261942215
2013-08,204.664881334498
2013-09,226.6502452367363
2013-10,225.51486557602976
2013-11,224.2917670221764
2013-12,226.05354129378605
2014-01,223.68074372548386
2014-02,220.55348426464732
2014-03,220.95008739943788
2014-04,218.2515417192751
2014-05,224.75024021168153
2014-06,238.23336058501332
2014-07,239.96346012996938
2014-08,238.43860568059387
2014-09,229.68700242051375
2014-10,224.65130758394173
2014-11,222.41560788792978
2014-12,223.02773427652187
2015-01,229.82778484340278
2015-02,236.90873219615636
2015-03,240.87044467854443
2015-04,248.13708505639624
2015-05,250.77411656458858
2015-06,251.52535049594425
2015-07,247.68265811563296
2015-08,236.50768134977932
2015-09,228.8806757621044
2015-10,244.13022153579843
2015-11,246.01050285241516
2015-12,247.46523233337211
2016-01,230.20051935324938
2016-02,228.98450673529132
2016-03,244.06675509870516
2016-04,253.82270789344054
2016-05,253.2052529194888
2016-06,251.58082567095104
2016-07,264.2967659837402
2016-08,256.5289681315926
2016-09,269.5680728766156
2016-10,272.2650281800651
2016-11,260.75598278384695
2016-12,263.87494409080824
2017-01,273.8876684946989
2017-02,282.48141367799417
2017-03,282.42446009941875
2017-04,287.026288
2017-05,297.08613
2017-06,299.613786
2017-07,307.075811
2017-08,312.373892
2017-09,317.788344
2017-10,328.366791
2017-11,339.216569
2017-12,344.087284
2018-01,359.479832
2018-02,354.294521
2018-03,350.935535
2018-04,350.95388739457195
2018-05,349.506913756
2018-06,337.55918008819356
2018-07,335.1830832829008
2018-08,331.9137132594222
2018-09,336.150463321509
2018-10,304.759370808492
2018-11,313.265410678557
2018-12,288.5680482644063
2019-01,304.8961940050147
2019-02,308.84803722444593
2019-03,310.63157625478374
2019-04,313.22662103466087
2019-05,299.8082704848603
2019-06,308.0306819916397
2019-07,310.86529889270753
2019-08,306.3151197420171
2019-09,317.44630764561515
2019-10,333.988722760586
2019-11,336.5579882631581
2019-12,343.1718325321495
2020-01,331.3462246820153
2020-02,295.0850225497178
2020-03,272.744168293117
2020-04,290.3300845609778
2020-05,310.3463284262844
2020-06,309.3930311287455
2020-07,302.9567074361684
2020-08,325.8720457622132
2020-09,338.34099486548365
2020-10,330.20264806333944
2020-11,352.96405101342555
2020-12,367.03057164520004
2021-01,366.10542166192414
2021-02,370.3978413679677
2021-03,383.75357325901285
2021-04,381.62104202289356
2021-05,379.00017245023156
2021-06,382.0282999152719
2021-07,378.8680880684442
2021-08,388.4791790696818
2021-09,390.1268053628067
2021-10,378.5536813983164
2021-11,356.89994084194916
2021-12,362.90345866844274
2022-01,344.62420330338256
2022-02,349.62041470901505
2022-03,339.8350356624465
2022-04,316.3410719487564
2022-05,318.4090939677379
2022-06,303.6482459643161
2022-07,316.81582366446725
2022-08,311.1928668007542
2022-09,286.9999269773137
2022-10,284.2939271433299
2022-11,312.0245004821346
2022-12,321.95425253757827
2023-01,336.3263208401403
2023-02,325.69343690226884
2023-03,335.4598947310428
2023-04,337.46834307853993
2023-05,330.13325541115864
2023-06,337.91332676160175
2023-07,351.4948541808059
