Date,EUROPE ex EMU SMALL CAP
2011-09,2362.039142892155
2011-10,2647.038494687471
2011-11,2514.805637188188
2011-12,2446.159869804756
2012-01,2689.114392447345
2012-02,2925.2376290730876
2012-03,2919.845587388075
2012-04,2959.138142213115
2012-05,2594.4783888381244
2012-06,2711.569236681227
2012-07,2756.2231511442906
2012-08,2884.5597119241274
2012-09,3033.9645619925955
2012-10,3070.006951323512
2012-11,3074.930564726975
2012-12,3213.3124585798237
2013-01,3340.9001571227527
2013-02,3389.43942963769
2013-03,3432.54409060259
2013-04,3520.2405463560312
2013-05,3571.0350946359367
2013-06,3429.949575225079
2013-07,3734.7217648865026
2013-08,3759.1815096128075
2013-09,4039.6763011944836
2013-10,4195.325951627146
2013-11,4289.978309775727
2013-12,4474.010546211806
2014-01,4386.403024918184
2014-02,4799.683807986698
2014-03,4676.904977588322
2014-04,4634.431750941015
2014-05,4686.603585537893
2014-06,4676.699711792784
2014-07,4504.1009524657475
2014-08,4531.3312209014
2014-09,4263.5476064090435
2014-10,4228.645573803693
2014-11,4251.99639734099
2014-12,4267.184758065776
2015-01,4178.645463027811
2015-02,4548.211101690685
2015-03,4387.435382654041
2015-04,4679.809448681549
2015-05,4805.564147000571
2015-06,4758.3002114757055
2015-07,4820.1117747270755
2015-08,4634.7958431993
2015-09,4500.660621892798
2015-10,4706.602023768503
2015-11,4725.592877466155
2015-12,4719.533803423455
2016-01,4290.606995512983
2016-02,4314.112650314022
2016-03,4648.350852542778
2016-04,4701.365436951616
2016-05,4798.80613183216
2016-06,4306.677788003928
2016-07,4559.068282734858
2016-08,4625.295433972871
2016-09,4705.791943396193
2016-10,4406.307797218969
2016-11,4410.965233590429
2016-12,4549.511123355697
2017-01,4694.7455216042035
2017-02,4785.377267514631
2017-03,4861.25497369801
2017-04,5228.142199
2017-05,5377.202813
2017-06,5309.918803
2017-07,5527.257103
2017-08,5497.417472
2017-09,5698.508551
2017-10,5757.186828
2017-11,5753.627939
2017-12,5971.76412
2018-01,6244.779064
2018-02,5935.467331
2018-03,5901.262747
2018-04,6075.41237784121
2018-05,6088.509809151265
2018-06,6043.199502521783
2018-07,6115.574991083034
2018-08,6059.876342832706
2018-09,5938.046077816653
2018-10,5367.884932121332
2018-11,5136.753088988785
2018-12,4866.5855542769405
2019-01,5346.168514929935
2019-02,5493.84307542411
2019-03,5482.99915783956
2019-04,5719.285046449831
2019-05,5377.928505387519
2019-06,5591.656852736417
2019-07,5434.32993847927
2019-08,5284.031019667446
2019-09,5459.6573455557
2019-10,5730.258330467138
2019-11,5959.119894439041
2019-12,6409.643049088717
2020-01,6218.184099105239
2020-02,5620.031899173635
2020-03,4404.474700376345
2020-04,4939.9153697140155
2020-05,5263.558763289799
2020-06,5331.497967683654
2020-07,5701.617469533623
2020-08,6137.19175542495
2020-09,5963.382661702839
2020-10,5738.419766149979
2020-11,6678.004235630033
2020-12,7285.458216129094
2021-01,7214.255588138041
2021-02,7487.5666041347995
2021-03,7619.05639346021
2021-04,8127.627460464701
2021-05,8401.838375563922
2021-06,8111.872782043368
2021-07,8477.325174721993
2021-08,8730.743993630573
2021-09,8130.5413721990535
2021-10,8438.429754048091
2021-11,7972.279195494965
2021-12,8426.548936596244
2022-01,7600.325206235613
2022-02,7275.777137683727
2022-03,7274.065691727916
2022-04,6725.825176298357
2022-05,6635.672006905091
2022-06,5746.517877454311
2022-07,6323.278285902593
2022-08,5731.116071408007
2022-09,4922.514281684042
2022-10,5281.911579810228
2022-11,5865.015825976268
2022-12,5889.663714690951
2023-01,6357.026483963285
2023-02,6372.235459744372
2023-03,6257.795207153754
2023-04,6511.654082451461
2023-05,6144.472859746657
2023-06,6261.273761226217
2023-07,6558.356084599577
