Date,EUROPE ex EMU SMALL CAP
2000-12,1000.0
2001-01,1058.6266879539246
2001-02,1013.1706373715114
2001-03,919.9428921378452
2001-04,989.311311373943
2001-05,1003.2438441965971
2001-06,958.638112040308
2001-07,936.1823697287915
2001-08,953.8962991158788
2001-09,781.7248945412263
2001-10,822.7708356187757
2001-11,895.6169266223824
2001-12,923.4293343813713
2002-01,890.4128922241749
2002-02,892.5173504330388
2002-03,961.6797346579802
2002-04,990.4523754468528
2002-05,993.8067431408521
2002-06,946.7583477942351
2002-07,838.6157397475051
2002-08,822.725133948834
2002-09,752.6522911774695
2002-10,769.9547682970236
2002-11,797.1122783014756
2002-12,770.5683276086039
2003-01,715.659769962445
2003-02,694.1861167940594
2003-03,698.9515147844136
2003-04,794.2871667718784
2003-05,894.7507752629177
2003-06,916.1362166381206
2003-07,967.3688573249331
2003-08,1019.5346662456674
2003-09,1058.5024327224407
2003-10,1149.2878422317765
2003-11,1176.6900658977038
2003-12,1248.0253343915142
2004-01,1340.0932738365893
2004-02,1414.1545276035654
2004-03,1394.025432606112
2004-04,1357.2393617628861
2004-05,1372.0543036346032
2004-06,1416.306368925055
2004-07,1351.657220991327
2004-08,1345.2179129587664
2004-09,1410.946519510295
2004-10,1459.5473887580927
2004-11,1610.2109742817406
2004-12,1692.0182376427695
2005-01,1714.009674749373
2005-02,1788.411130294943
2005-03,1764.549488810182
2005-04,1701.1672369360256
2005-05,1706.9499099137918
2005-06,1744.0549136726943
2005-07,1829.6550749592093
2005-08,1913.988582174952
2005-09,1942.9146950849956
2005-10,1851.6980087681504
2005-11,1921.6419592626914
2005-12,2041.3780220164595
2006-01,2230.3295962712373
2006-02,2281.3054002542312
2006-03,2404.8500595111145
2006-04,2584.136868253348
2006-05,2501.2668222412744
2006-06,2459.2198504558487
2006-07,2437.8085886061913
2006-08,2515.7664310299997
2006-09,2572.852238237493
2006-10,2713.3297829080448
2006-11,2900.078860609642
2006-12,3038.26818880112
2007-01,3066.755820434825
2007-02,3059.859991896197
2007-03,3193.4802579367465
2007-04,3375.677719790402
2007-05,3400.324805491886
2007-06,3331.7609250445926
2007-07,3295.64736712029
2007-08,3160.212567949691
2007-09,3089.984724427641
2007-10,3349.9729440020587
2007-11,3025.012430759152
2007-12,2919.613266798275
2008-01,2632.6673288185093
2008-02,2774.6363670415476
2008-03,2771.809341886285
2008-04,2816.8551852997784
2008-05,2856.486758506677
2008-06,2642.019934662609
2008-07,2516.0914554507335
2008-08,2445.832334103758
2008-09,1968.0333549116306
2008-10,1419.8601102092994
2008-11,1281.4769947695486
2008-12,1292.8643407669908
2009-01,1256.293125797484
2009-02,1184.4998125758682
2009-03,1261.1427378319295
2009-04,1548.9860626421496
2009-05,1738.6470516321235
2009-06,1729.1517298963274
2009-07,1903.3148792233605
2009-08,2077.337440759117
2009-09,2168.084555881727
2009-10,2179.4291884376244
2009-11,2186.4648275424224
2009-12,2238.1246786799124
2010-01,2239.228441001331
2010-02,2174.7690832149583
2010-03,2370.784932737032
2010-04,2431.041672275461
2010-05,2104.4220417396955
2010-06,2103.872855156525
2010-07,2350.3714753385784
2010-08,2280.0487527956843
2010-09,2580.104870233211
2010-10,2691.323376870832
2010-11,2583.7478729357354
2010-12,2909.725365738178
2011-01,2938.578824411149
2011-02,2997.1242226062436
2011-03,2998.2651706267247
2011-04,3241.1397557213554
2011-05,3187.2127575927025
2011-06,3055.354901390949
2011-07,3014.9937729437806
2011-08,2700.6156469132416
