Date,EM EMEA SMALL CAP
2007-06,1002.8504899023837
2007-07,989.9337519436762
2007-08,968.4285593288563
2007-09,1037.1732249455451
2007-10,1124.5716051423854
2007-11,1048.2819826467203
2007-12,1054.3061776784755
2008-01,900.3133138139491
2008-02,937.2457754521697
2008-03,889.3194831330335
2008-04,929.9746306703265
2008-05,920.6062072939475
2008-06,830.9308949460144
2008-07,838.8109513091321
2008-08,807.029750831439
2008-09,681.5784611553935
2008-10,475.0262440121725
2008-11,441.60701863597325
2008-12,478.19986696682247
2009-01,433.30434251061763
2009-02,407.5221234462278
2009-03,447.9064857431453
2009-04,537.8956528214833
2009-05,601.7117994993466
2009-06,644.4456364060052
2009-07,713.8096773742193
2009-08,771.3167853385378
2009-09,803.7541480401167
2009-10,808.835882177047
2009-11,810.4926584031837
2009-12,855.2451405236834
2010-01,872.7602796687094
2010-02,857.0261814506584
2010-03,953.3121622498569
2010-04,976.5987308104598
2010-05,860.2675359857137
2010-06,845.4266666667512
2010-07,942.5764927598918
2010-08,934.4725020379565
2010-09,1050.7830851709982
2010-10,1098.876327828281
2010-11,1074.0178894989244
2010-12,1173.6106699418324
2011-01,1096.845526395443
2011-02,1114.0406058788794
2011-03,1157.3190676987326
2011-04,1231.4395809060509
2011-05,1156.1267893280433
2011-06,1149.5407458922962
2011-07,1136.5527284798259
2011-08,1021.9302845072914
2011-09,874.1096838224336
2011-10,935.8082193326892
2011-11,890.5023746305862
2011-12,873.7360170579547
2012-01,968.9286832675189
2012-02,1050.5231337882228
2012-03,1040.7572290469166
2012-04,1049.901009308858
2012-05,913.5390947349875
2012-06,988.0100152701021
2012-07,1010.1203853769372
2012-08,1018.1079995163299
2012-09,1063.0028532050212
2012-10,1036.8283364184588
2012-11,1037.796306147182
2012-12,1121.356725628712
2013-01,1108.7845100589
2013-02,1101.551757079317
2013-03,1104.3580346239748
2013-04,1123.6840234132846
2013-05,1051.699666152962
2013-06,1016.838435836628
2013-07,1045.37903084399
2013-08,995.9720932345356
2013-09,1079.251572026769
2013-10,1150.494719824816
2013-11,1132.7896963377254
2013-12,1089.8395095295728
2014-01,1012.1710199469069
2014-02,1083.3358757811382
2014-03,1108.3870619625534
2014-04,1142.818710122236
2014-05,1157.487954820876
2014-06,1150.3618749831294
2014-07,1158.273198172824
2014-08,1176.4650343469466
2014-09,1108.8190418269107
2014-10,1112.5545753956121
2014-11,1124.7574640342907
2014-12,1049.886249843666
2015-01,1079.8273793827009
2015-02,1105.4999139727756
2015-03,1031.4470608181086
2015-04,1090.675212755667
2015-05,1056.07872113244
2015-06,1024.9580703034394
2015-07,999.5994029865642
2015-08,923.6375275095613
2015-09,885.9145577520814
2015-10,926.1329974794603
2015-11,846.825421085466
2015-12,814.6632746968971
2016-01,762.2982236790656
2016-02,818.7975267985639
2016-03,939.8902221560693
2016-04,990.8499292406976
2016-05,897.5330038068212
2016-06,934.1697180259166
2016-07,1006.9132913867456
2016-08,990.7927112102569
2016-09,1040.138479740232
2016-10,1048.4438073578149
2016-11,997.7116630263157
2016-12,1050.6850031275987
2017-01,1097.1258127486808
2017-02,1128.744096404839
2017-03,1117.5693454289021
2017-04,1127.671299
2017-05,1131.222901
2017-06,1136.372406
2017-07,1173.324341
2017-08,1204.004335
2017-09,1164.267226
2017-10,1155.244569
2017-11,1149.664329
2017-12,1263.238063
2018-01,1335.752762
2018-02,1326.005466
2018-03,1289.061158
2018-04,1250.1361496564546
2018-05,1155.6819616988187
2018-06,1077.5073960141772
2018-07,1106.0675104865852
2018-08,1011.6119069225321
2018-09,1018.4741904346846
2018-10,958.7591255274672
2018-11,996.8670861213269
2018-12,965.781679
2019-01,1051.999818646717
2019-02,1051.0993394238178
2019-03,1010.41142270569
2019-04,1033.4503357771766
2019-05,998.7403260437878
2019-06,1058.3880101178263
2019-07,1071.1623194042284
2019-08,1023.9781739223486
2019-09,1037.4992686649528
2019-10,1066.427488655084
2019-11,1089.0145166233397
2019-12,1150.7765839081883
2020-01,1118.8153914665493
2020-02,974.3254526715266
2020-03,740.0996165563639
2020-04,830.7249893811078
2020-05,839.9869705138816
2020-06,914.6576482120977
2020-07,964.8778376234817
2020-08,985.3859216621693
2020-09,998.5299443575675
2020-10,946.1360277751007
2020-11,1114.3273663684918
2020-12,1217.3272974058696
2021-01,1255.396997960214
2021-02,1292.137694366638
2021-03,1322.2292148837525
2021-04,1403.8947467775845
2021-05,1474.3614268073889
2021-06,1450.343891972097
2021-07,1454.3470586619305
2021-08,1516.9164899272744
2021-09,1465.9536078416784
2021-10,1494.1216305548774
2021-11,1390.2686891976664
2021-12,1439.785949082849
2022-01,1473.3290744775354
2022-02,1393.2719628276923
2022-03,1433.5291466062413
2022-04,1412.197727949821
2022-05,1372.4606299174104
2022-06,1254.328188376678
2022-07,1293.1574131770506
2022-08,1316.9036138125032
2022-09,1230.8721604665745
2022-10,1287.4310342368494
2022-11,1374.1667358612908
2022-12,1384.042927223552
2023-01,1395.5410667801968
2023-02,1383.5922225093632
2023-03,1360.8001184155917
2023-04,1402.1235242524303
2023-05,1369.5926977526644
2023-06,1438.4832909432864
2023-07,1555.9408938204274
